time[s],wave[m],surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
267.147,-0.305816,-1.354709,-1.292451,-0.525372,-0.141326,2.468283,0.282758
267.226,-0.18954,-1.348625,-1.300317,-0.446232,-0.133275,2.462787,0.25453
267.305,-0.073116,-1.341495,-1.307175,-0.366746,-0.125121,2.455382,0.226104
267.385,0.044838,-1.333215,-1.313087,-0.285965,-0.116764,2.445942,0.19714
267.464,0.161284,-1.323998,-1.3179,-0.20597,-0.108421,2.434712,0.168384
267.543,0.277605,-1.313754,-1.321691,-0.125815,-0.099993,2.421593,0.139498
267.622,0.39371,-1.302491,-1.324457,-0.045562,-0.091488,2.406597,0.110503
267.701,0.50951,-1.290218,-1.326196,0.034725,-0.082913,2.389734,0.081423
267.78,0.624914,-1.276945,-1.326906,0.114986,-0.074272,2.371017,0.052279
267.859,0.739834,-1.262681,-1.326587,0.195158,-0.065575,2.350462,0.023095
267.938,0.854181,-1.247438,-1.32524,0.275178,-0.056826,2.328084,-0.006107
268.018,0.969299,-1.231016,-1.322828,0.355994,-0.047922,2.303583,-0.035673
268.097,1.082222,-1.213839,-1.319414,0.435522,-0.039091,2.277591,-0.064843
268.176,1.194306,-1.19572,-1.314976,0.514712,-0.030231,2.249832,-0.093962
268.255,1.305464,-1.176674,-1.309519,0.593503,-0.021346,2.220328,-0.123008
268.334,1.415609,-1.156716,-1.303046,0.671833,-0.012446,2.189103,-0.151959
268.413,1.524657,-1.13586,-1.295563,0.749643,-0.003535,2.156179,-0.180792
268.492,1.632522,-1.114124,-1.287075,0.826871,0.005378,2.121584,-0.209485
268.571,1.739121,-1.091524,-1.277589,0.903458,0.014287,2.085343,-0.238015
268.651,1.845695,-1.067775,-1.266973,0.9803,0.023297,2.046996,-0.266718
268.73,1.949496,-1.043489,-1.255501,1.055417,0.032176,2.00753,-0.294855
268.809,2.051785,-1.018394,-1.243055,1.129715,0.041031,1.966507,-0.322762
268.888,2.152484,-0.992509,-1.229646,1.203138,0.049854,1.923959,-0.35042
268.967,2.251513,-0.965855,-1.215282,1.275627,0.058638,1.87992,-0.377805
269.046,2.348795,-0.938452,-1.199976,1.347127,0.067377,1.834422,-0.404898
269.141,2.463362,-0.904536,-1.180339,1.431719,0.077815,1.777829,-0.43706
269.22,2.556535,-0.875559,-1.163001,1.500846,0.08643,1.729246,-0.463434
269.299,2.647726,-0.845903,-1.14476,1.568808,0.094978,1.679322,-0.489448
269.378,2.736863,-0.81559,-1.125632,1.635554,0.103452,1.628096,-0.515082
269.457,2.823877,-0.784645,-1.10563,1.701032,0.111845,1.575607,-0.540318
269.537,2.909761,-0.752688,-1.084502,1.765994,0.120257,1.521209,-0.565445
269.616,2.992301,-0.720544,-1.062791,1.828765,0.12847,1.466303,-0.589817
269.695,3.07252,-0.68784,-1.040256,1.890119,0.136583,1.41026,-0.613732
269.774,3.150356,-0.654603,-1.016915,1.950007,0.14459,1.353123,-0.637171
269.853,3.22575,-0.620859,-0.992785,2.008382,0.152485,1.294938,-0.660115
269.932,3.298641,-0.586632,-0.967884,2.0652,0.160261,1.235747,-0.682548
270.011,3.368975,-0.551951,-0.942234,2.120416,0.167914,1.175599,-0.704452
270.09,3.436695,-0.516842,-0.915852,2.173988,0.175436,1.114539,-0.725809
270.17,3.502557,-0.48088,-0.888413,2.22652,0.182915,1.051825,-0.746862
270.249,3.564862,-0.444993,-0.860623,2.276657,0.190157,0.989074,-0.76707
270.328,3.624403,-0.40876,-0.832166,2.32503,0.197252,0.925556,-0.786683
270.407,3.681132,-0.37221,-0.803064,2.371598,0.204194,0.86132,-0.805686
270.486,3.735007,-0.335371,-0.773339,2.416328,0.210978,0.796417,-0.824064
270.565,3.785986,-0.298273,-0.743014,2.459184,0.217598,0.730895,-0.841803
270.644,3.834028,-0.260943,-0.712113,2.500132,0.224049,0.664807,-0.858889
270.723,3.879097,-0.223411,-0.680659,2.539142,0.230327,0.598203,-0.875309
270.803,3.92167,-0.185227,-0.64827,2.576639,0.236502,0.530284,-0.891245
270.882,3.960651,-0.147376,-0.61578,2.611656,0.242415,0.4628,-0.906286
270.961,3.99656,-0.10941,-0.582811,2.644648,0.24814,0.394956,-0.920624
271.04,4.02937,-0.07136,-0.549391,2.675589,0.253673,0.326807,-0.934249
271.119,4.059055,-0.033254,-0.515545,2.704455,0.259009,0.258404,-0.947149
271.198,4.085593,0.004877,-0.481299,2.731223,0.264144,0.1898,-0.959314
271.277,4.108961,0.043005,-0.44668,2.755874,0.269075,0.121049,-0.970736
271.356,4.129144,0.0811,-0.411714,2.778387,0.273797,0.052205,-0.981404
271.436,4.146318,0.119612,-0.375981,2.798989,0.278362,-0.017552,-0.991433
271.515,4.160042,0.15755,-0.340401,2.817149,0.282652,-0.086424,-1.000562
271.594,4.170539,0.195365,-0.304556,2.833125,0.286724,-0.155228,-1.008915
271.673,4.177802,0.233029,-0.268476,2.846904,0.290573,-0.223913,-1.016485
271.752,4.181826,0.270512,-0.232187,2.858474,0.294197,-0.292423,-1.023267
271.831,4.182606,0.307786,-0.195718,2.867828,0.297593,-0.360707,-1.029256
271.91,4.180142,0.344821,-0.159098,2.874958,0.300758,-0.428711,-1.034447
271.989,4.174437,0.381588,-0.122354,2.879858,0.303689,-0.496382,-1.038835
272.069,4.16536,0.418519,-0.085048,2.882544,0.306418,-0.564518,-1.042458
272.148,4.153146,0.454662,-0.048142,2.882948,0.308874,-0.631362,-1.045222
272.227,4.137712,0.490453,-0.011199,2.881115,0.31109,-0.697716,-1.047175
272.306,4.119068,0.525863,0.025753,2.877048,0.313064,-0.763529,-1.048316
272.385,4.09723,0.560865,0.062685,2.870749,0.314796,-0.828749,-1.048645
272.464,4.072214,0.595432,0.099568,2.862225,0.316284,-0.893327,-1.04816
272.543,4.044041,0.629537,0.136374,2.851481,0.317527,-0.957213,-1.046862
272.622,4.012731,0.663155,0.173074,2.838525,0.318523,-1.020355,-1.044752
272.702,3.977853,0.696673,0.210102,2.823162,0.31928,-1.083491,-1.04179
272.781,3.940307,0.729229,0.246504,2.805788,0.319779,-1.144992,-1.038052
272.86,3.899706,0.76122,0.282714,2.786238,0.320029,-1.205605,-1.033509
272.939,3.85608,0.79262,0.318704,2.764527,0.320031,-1.265283,-1.028164
273.018,3.809463,0.823405,0.354448,2.740672,0.319786,-1.32398,-1.022022
273.097,3.759892,0.853552,0.389917,2.714691,0.319292,-1.38165,-1.015088
273.176,3.707405,0.883037,0.425083,2.686606,0.31855,-1.438248,-1.007366
273.255,3.652044,0.911837,0.45992,2.656436,0.317562,-1.493732,-0.998863
273.335,3.593095,0.940281,0.494834,2.623786,0.31631,-1.548736,-0.989463
273.414,3.532079,0.967636,0.528926,2.589496,0.314827,-1.601845,-0.979408
273.493,3.468323,0.99424,0.562607,2.553198,0.313099,-1.653712,-0.968594
273.572,3.401878,1.020073,0.595852,2.51492,0.311129,-1.704296,-0.957028
273.651,3.332795,1.045115,0.628635,2.474691,0.308918,-1.753558,-0.944721
273.73,3.261127,1.069347,0.660931,2.432543,0.306467,-1.80146,-0.93168
273.809,3.18693,1.092749,0.692714,2.388509,0.303778,-1.847965,-0.917917
273.888,3.110261,1.115304,0.723959,2.342622,0.300854,-1.893038,-0.903443
273.968,3.030164,1.137263,0.755028,2.294304,0.297655,-1.937184,-0.888071
274.047,2.948703,1.15806,0.78512,2.244798,0.294263,-1.979267,-0.872198
274.126,2.864956,1.177958,0.814603,2.193552,0.290644,-2.019815,-0.855649
274.205,2.778986,1.196944,0.843453,2.140604,0.286799,-2.058796,-0.838436
274.284,2.690862,1.215001,0.87165,2.085997,0.282731,-2.096181,-0.820573
274.379,2.582132,1.235466,0.90466,2.018191,0.27755,-2.138982,-0.79825
274.458,2.489504,1.25143,0.93134,1.960078,0.273004,-2.17275,-0.779005
274.537,2.394945,1.266423,0.957298,1.900445,0.268246,-2.204833,-0.759155
274.616,2.298529,1.280435,0.982512,1.839339,0.263281,-2.235206,-0.738716
274.695,2.20033,1.293453,1.006966,1.776805,0.258111,-2.263845,-0.717705
274.774,2.100425,1.305469,1.030638,1.712894,0.252741,-2.290729,-0.696137
274.854,1.997596,1.316604,1.053795,1.646821,0.247103,-2.316143,-0.673746
274.933,1.894493,1.326574,1.07584,1.580288,0.241343,-2.339431,-0.651108
275.012,1.78992,1.335514,1.097051,1.512529,0.235396,-2.360905,-0.627966
275.091,1.68396,1.343418,1.117411,1.443597,0.229266,-2.380549,-0.604337
275.17,1.576693,1.350281,1.136905,1.373546,0.222958,-2.398346,-0.58024
275.249,1.468204,1.356096,1.155517,1.30243,0.216478,-2.414283,-0.555692
275.328,1.358576,1.36086,1.173233,1.230303,0.209829,-2.428348,-0.530713
275.407,1.247895,1.364569,1.190039,1.157223,0.203018,-2.440529,-0.505323
275.487,1.134826,1.367246,1.206117,1.082303,0.19596,-2.450936,-0.479212
275.581,1.000825,1.369002,1.223782,0.993176,0.187469,-2.460673,-0.448046
275.676,0.864281,1.369249,1.24027,0.901994,0.178678,-2.467769,-0.416049
275.771,0.726769,1.367961,1.255367,0.809801,0.169686,-2.472097,-0.383586
275.85,0.611789,1.365721,1.26685,0.732438,0.162064,-2.473585,-0.35626
275.929,0.496335,1.362423,1.277351,0.654508,0.154316,-2.473154,-0.328659
276.008,0.380496,1.358067,1.28686,0.57607,0.146448,-2.470806,-0.300802
276.087,0.264361,1.352659,1.295372,0.497185,0.138467,-2.466542,-0.272713
276.166,0.148022,1.346201,1.30288,0.417915,0.130378,-2.460365,-0.244412
276.246,0.030093,1.338598,1.309452,0.337311,0.122084,-2.452165,-0.215559
276.325,-0.086385,1.330045,1.314921,0.257452,0.113798,-2.442153,-0.186899
276.404,-0.202796,1.320461,1.31937,0.177393,0.105424,-2.430248,-0.158094
276.483,-0.31905,1.309853,1.322795,0.097196,0.096968,-2.416459,-0.129166
276.562,-0.435057,1.298229,1.325195,0.016923,0.088437,-2.400795,-0.100139
276.641,-0.550726,1.285598,1.326567,-0.063362,0.079837,-2.383269,-0.071033
276.72,-0.665968,1.27197,1.32691,-0.143598,0.071176,-2.363895,-0.041873
276.799,-0.780694,1.257355,1.326224,-0.223723,0.062459,-2.342688,-0.012679
276.879,-0.896254,1.241562,1.324482,-0.304685,0.053583,-2.319361,0.016893
276.958,-1.009671,1.224998,1.321727,-0.384398,0.044776,-2.294515,0.046083
277.037,-1.122305,1.207483,1.317948,-0.463812,0.035934,-2.26789,0.075237
277.116,-1.234068,1.189032,1.313146,-0.542867,0.027064,-2.239507,0.104332
277.195,-1.344875,1.169659,1.307326,-0.6215,0.018173,-2.209386,0.133347
277.274,-1.454638,1.149379,1.300493,-0.699652,0.009268,-2.177552,0.162259
277.353,-1.563274,1.128207,1.29265,-0.777261,0.000356,-2.144029,0.191044
277.432,-1.670697,1.10616,1.283805,-0.854267,-0.008556,-2.108844,0.219681
277.512,-1.778159,1.082961,1.273834,-0.931573,-0.017575,-2.071546,0.248508
277.591,-1.88289,1.059206,1.262993,-1.007186,-0.026467,-2.033098,0.27678
277.67,-1.986161,1.034629,1.251173,-1.082017,-0.035338,-1.993073,0.304837
277.749,-2.087892,1.00925,1.238382,-1.156009,-0.044182,-1.951503,0.332658
277.828,-2.188004,0.983089,1.224631,-1.229105,-0.052992,-1.908419,0.360221
277.907,-2.286419,0.956165,1.20993,-1.301248,-0.061761,-1.863855,0.387504
277.986,-2.383061,0.928499,1.194291,-1.372382,-0.070482,-1.817846,0.414487
278.065,-2.477854,0.900114,1.177726,-1.442451,-0.079148,-1.770427,0.441149
278.145,-2.571889,0.870658,1.16002,-1.512267,-0.087861,-1.721009,0.467799
278.224,-2.662742,0.84089,1.14163,-1.58003,-0.096397,-1.670865,0.493752
278.303,-2.751529,0.810471,1.122355,-1.646568,-0.104858,-1.619425,0.519321
278.382,-2.838183,0.779422,1.102209,-1.711829,-0.113238,-1.56673,0.544488
278.461,-2.922636,0.74777,1.081209,-1.775762,-0.12153,-1.512819,0.569232
278.54,-3.004822,0.715537,1.05937,-1.838319,-0.129727,-1.457735,0.593535
278.619,-3.084678,0.68275,1.03671,-1.899449,-0.137824,-1.401521,0.617377
278.698,-3.162141,0.649433,1.013245,-1.959107,-0.145814,-1.34422,0.640741
278.778,-3.238086,0.615181,0.988683,-2.017971,-0.15379,-1.285131,0.663894
278.857,-3.310555,0.580877,0.963657,-2.074525,-0.161547,-1.225778,0.68624
278.936,-3.380456,0.546123,0.937882,-2.12947,-0.169178,-1.165474,0.708053
279.015,-3.447736,0.510945,0.911381,-2.182763,-0.176678,-1.104266,0.729317
279.094,-3.512342,0.475371,0.884173,-2.234364,-0.184041,-1.042202,0.750016
279.173,-3.574224,0.439428,0.856279,-2.284232,-0.191261,-0.97933,0.770133
279.252,-3.633334,0.403144,0.827721,-2.332328,-0.198333,-0.915698,0.789653
279.331,-3.689626,0.366548,0.798521,-2.378616,-0.205251,-0.851356,0.80856
279.411,-3.743715,0.329199,0.768321,-2.423609,-0.212094,-0.785527,0.827068
279.49,-3.794206,0.29206,0.737898,-2.466149,-0.218686,-0.719907,0.844699
279.569,-3.841755,0.254694,0.706903,-2.506776,-0.225109,-0.65373,0.861675
279.648,-3.886324,0.217131,0.67536,-2.54546,-0.231357,-0.587045,0.877982
279.727,-3.927879,0.179399,0.643293,-2.582169,-0.237426,-0.519905,0.893609
279.806,-3.966389,0.141529,0.610727,-2.616876,-0.24331,-0.452362,0.908543
279.885,-4.001822,0.103548,0.577687,-2.649553,-0.249006,-0.384468,0.922772
279.964,-4.034152,0.065487,0.5442,-2.680175,-0.254509,-0.316275,0.936285
280.044,-4.063702,0.026893,0.509859,-2.709067,-0.25988,-0.24697,0.94923
280.123,-4.089712,-0.01124,0.475549,-2.735484,-0.264981,-0.178339,0.961272
280.202,-4.112551,-0.049364,0.44087,-2.759779,-0.269877,-0.109569,0.972568
280.281,-4.132199,-0.08745,0.405849,-2.781934,-0.274564,-0.040713,0.983111
280.36,-4.148644,-0.125468,0.370513,-2.801931,-0.279037,0.028173,0.99289
280.455,-4.164157,-0.171054,0.327643,-2.823099,-0.28413,0.110978,1.003631
280.534,-4.173502,-0.208819,0.291712,-2.838293,-0.288123,0.179745,1.011705
280.613,-4.17961,-0.246422,0.255554,-2.851285,-0.291892,0.248374,1.018995
280.692,-4.182476,-0.283834,0.219197,-2.862066,-0.295435,0.31681,1.025495
280.771,-4.182099,-0.321026,0.182671,-2.870627,-0.298748,0.385,1.031199
280.85,-4.178479,-0.357968,0.146003,-2.876962,-0.30183,0.452891,1.036104
280.93,-4.171511,-0.395096,0.108756,-2.881103,-0.304713,0.521284,1.040252
281.009,-4.161374,-0.431451,0.071889,-2.882945,-0.307321,0.588415,1.043537
281.088,-4.14801,-0.467471,0.034967,-2.88255,-0.309692,0.65509,1.046012
281.167,-4.131429,-0.503129,-0.001983,-2.87992,-0.311822,0.721257,1.047675
281.246,-4.111644,-0.538397,-0.038931,-2.875057,-0.31371,0.786864,1.048527
281.325,-4.08867,-0.573247,-0.075849,-2.867964,-0.315355,0.851861,1.048565
281.404,-4.062526,-0.607652,-0.112708,-2.858647,-0.316756,0.916198,1.04779
281.483,-4.033231,-0.641587,-0.149479,-2.847112,-0.31791,0.979824,1.046202
281.563,-4.000377,-0.675443,-0.186598,-2.833182,-0.318828,1.043481,1.043768
281.642,-3.964813,-0.70835,-0.223107,-2.817215,-0.319486,1.105528,1.040549
281.721,-3.926173,-0.740707,-0.259444,-2.799063,-0.319896,1.166718,1.036524
281.8,-3.884489,-0.77249,-0.295579,-2.77874,-0.320058,1.227003,1.031694
281.879,-3.839792,-0.803673,-0.331484,-2.756262,-0.319972,1.286336,1.026065
281.958,-3.792117,-0.834234,-0.367133,-2.731647,-0.319638,1.344672,1.019639
282.037,-3.741502,-0.864147,-0.402497,-2.704913,-0.319056,1.401965,1.012423
282.116,-3.687985,-0.89339,-0.437549,-2.676082,-0.318226,1.45817,1.004422
282.196,-3.630876,-0.922297,-0.472699,-2.644771,-0.317134,1.513935,0.995526
282.275,-3.571647,-0.950124,-0.50704,-2.611787,-0.315809,1.567821,0.985964
282.354,-3.509648,-0.977213,-0.540989,-2.576777,-0.314238,1.620491,0.975637
282.433,-3.444927,-1.003545,-0.574518,-2.539769,-0.312424,1.671905,0.964554
282.512,-3.377535,-1.029098,-0.607601,-2.500792,-0.310368,1.722022,0.952723
282.591,-3.307523,-1.053853,-0.640213,-2.459875,-0.308071,1.770803,0.940153
282.67,-3.234947,-1.077791,-0.672328,-2.41705,-0.305535,1.818211,0.926853
282.749,-3.159861,-1.100893,-0.703922,-2.372351,-0.302762,1.864209,0.912835
282.829,-3.081328,-1.123417,-0.73536,-2.325212,-0.299714,1.909316,0.897918
282.908,-3.001372,-1.144783,-0.765831,-2.276846,-0.296471,1.95237,0.882487
282.987,-2.919088,-1.165262,-0.795708,-2.226716,-0.292998,1.993909,0.866371
283.066,-2.834541,-1.184836,-0.824968,-2.174858,-0.289298,2.033901,0.849584
283.145,-2.747795,-1.203492,-0.853588,-2.121313,-0.285373,2.072317,0.832138
283.224,-2.658918,-1.221215,-0.881546,-2.066124,-0.281227,2.109125,0.814046
283.303,-2.567979,-1.23799,-0.90882,-2.009332,-0.276863,2.144298,0.795323
283.382,-2.475049,-1.253805,-0.93539,-1.950982,-0.272284,2.177807,0.775983
283.462,-2.378986,-1.26883,-0.961557,-1.890351,-0.267432,2.21002,0.755785
283.541,-2.282267,-1.282676,-0.986646,-1.829003,-0.262432,2.240105,0.73525
283.62,-2.183779,-1.295528,-1.01097,-1.766237,-0.257229,2.268453,0.714145
283.699,-2.083597,-1.307375,-1.03451,-1.702101,-0.251826,2.295042,0.692485
283.778,-1.981798,-1.318208,-1.057247,-1.636645,-0.246227,2.319851,0.670289
283.857,-1.878463,-1.328019,-1.079165,-1.569919,-0.240438,2.342861,0.647573
283.936,-1.773672,-1.3368,-1.100246,-1.501976,-0.234462,2.364054,0.624354
284.015,-1.667504,-1.344544,-1.120474,-1.432868,-0.228305,2.383413,0.600652
284.095,-1.558676,-1.351324,-1.140072,-1.361754,-0.221889,2.401134,0.576175
284.174,-1.449991,-1.356964,-1.158535,-1.290465,-0.21538,2.41676,0.551554
284.253,-1.340181,-1.361552,-1.1761,-1.218175,-0.208704,2.430511,0.526505
284.332,-1.229332,-1.365085,-1.192753,-1.144941,-0.201866,2.442378,0.501048
284.411,-1.11753,-1.367558,-1.208481,-1.070819,-0.194872,2.45235,0.475202
284.506,-0.981944,-1.369128,-1.226152,-0.98059,-0.186261,2.461823,0.443636
284.585,-0.868349,-1.369264,-1.239801,-0.904716,-0.178942,2.467598,0.417006
284.664,-0.75408,-1.368338,-1.252488,-0.82814,-0.171483,2.471459,0.390052
284.743,-0.639226,-1.366351,-1.264203,-0.750922,-0.163891,2.473404,0.362796
284.822,-0.523877,-1.363305,-1.274939,-0.673121,-0.156173,2.473431,0.335258
284.901,-0.408121,-1.359201,-1.284685,-0.594799,-0.148333,2.47154,0.30746
284.981,-0.290578,-1.353971,-1.29354,-0.515015,-0.140276,2.467671,0.279068
285.06,-0.174277,-1.347749,-1.301274,-0.435826,-0.132211,2.461925,0.250813
285.139,-0.057841,-1.340483,-1.308,-0.3563,-0.124044,2.454269,0.222363
285.218,0.05864,-1.332177,-1.31371,-0.276497,-0.11578,2.444711,0.193741
285.297,0.175075,-1.322838,-1.318403,-0.196479,-0.107426,2.433256,0.164968
285.376,0.291375,-1.312473,-1.322072,-0.11631,-0.098989,2.419914,0.136068
285.455,0.407448,-1.30109,-1.324716,-0.03605,-0.090476,2.404696,0.107062
285.534,0.523206,-1.288698,-1.326333,0.044238,-0.081892,2.387612,0.077973
285.614,0.640015,-1.27513,-1.326923,0.125507,-0.073135,2.368426,0.048454
285.693,0.754865,-1.260738,-1.326469,0.205663,-0.06443,2.347631,0.019266
285.772,0.86913,-1.245367,-1.324987,0.285658,-0.055675,2.325015,-0.009937
285.851,0.98272,-1.229031,-1.322477,0.365433,-0.046877,2.300596,-0.039132
285.93,1.095549,-1.211741,-1.318941,0.444924,-0.038043,2.274393,-0.068296
286.009,1.207527,-1.193512,-1.314383,0.52407,-0.029179,2.246427,-0.097408
286.088,1.31857,-1.174357,-1.308805,0.602809,-0.020293,2.216718,-0.126444
286.167,1.428589,-1.154291,-1.302212,0.681081,-0.01139,2.18529,-0.155382
286.247,1.538872,-1.13306,-1.294507,0.759806,-0.002367,2.151737,-0.184563
286.326,1.646576,-1.111209,-1.285888,0.836953,0.006546,2.116924,-0.213236
286.405,1.753003,-1.088496,-1.276271,0.913452,0.015454,2.08047,-0.241743
286.484,1.85807,-1.06494,-1.265665,0.989242,0.02435,2.042402,-0.270063
286.563,1.961697,-1.040557,-1.254077,1.064264,0.033227,2.00275,-0.298174
286.642,2.063802,-1.015368,-1.241516,1.138462,0.042078,1.961545,-0.326053
286.721,2.164306,-0.989391,-1.227993,1.211777,0.050897,1.918818,-0.353679
286.8,2.263132,-0.962647,-1.213518,1.284151,0.059676,1.874604,-0.381031
286.88,2.36142,-0.934803,-1.1979,1.356427,0.068519,1.828349,-0.408428
286.959,2.456637,-0.906578,-1.181542,1.426741,0.077198,1.781244,-0.435164
287.038,2.549949,-0.87765,-1.164269,1.495949,0.085817,1.732759,-0.461563
287.117,2.641283,-0.848042,-1.146092,1.563996,0.09437,1.682929,-0.487603
287.196,2.730569,-0.817775,-1.127026,1.630831,0.102849,1.631795,-0.513266
287.275,2.817737,-0.786875,-1.107087,1.696401,0.111249,1.579395,-0.53853
287.354,2.90272,-0.755364,-1.086288,1.760655,0.119563,1.52577,-0.563377
287.433,2.985452,-0.723267,-1.064648,1.823544,0.127783,1.470962,-0.587786
287.513,3.066872,-0.690193,-1.041892,1.885787,0.136007,1.414297,-0.61204
287.592,3.14488,-0.656993,-1.018607,1.945781,0.144022,1.357237,-0.635514
287.671,3.22045,-0.623284,-0.994533,2.004266,0.151925,1.299125,-0.658494
287.75,3.293522,-0.589091,-0.969687,2.061197,0.15971,1.240005,-0.680964
287.829,3.36404,-0.554442,-0.944089,2.116529,0.167372,1.179923,-0.702906
287.908,3.431949,-0.519362,-0.917759,2.170219,0.174903,1.118927,-0.724303
287.987,3.497196,-0.48388,-0.890717,2.222227,0.182299,1.057062,-0.745137
288.066,3.559732,-0.448022,-0.862985,2.272511,0.189554,0.994378,-0.765395
288.146,3.620245,-0.411357,-0.834219,2.321636,0.196751,0.930115,-0.785303
288.225,3.677177,-0.374829,-0.805162,2.368335,0.203704,0.865929,-0.80435
288.304,3.731257,-0.33801,-0.775481,2.413197,0.210499,0.801071,-0.822773
288.383,3.782443,-0.300929,-0.745198,2.456187,0.217131,0.735592,-0.840558
288.462,3.830696,-0.263615,-0.714337,2.497273,0.223594,0.669543,-0.857691
288.557,3.884785,-0.218475,-0.676495,2.544113,0.231137,0.589433,-0.877412
288.636,3.926448,-0.180749,-0.644446,2.580893,0.237212,0.522308,-0.893063
288.715,3.965067,-0.142882,-0.611898,2.615672,0.243103,0.454779,-0.908022
288.794,4.00061,-0.104905,-0.578875,2.648422,0.248806,0.386896,-0.922276
288.873,4.033051,-0.066847,-0.545403,2.679118,0.254316,0.318714,-0.935816
288.952,4.062365,-0.028737,-0.511508,2.707736,0.259628,0.250284,-0.948629
289.032,4.088838,0.009879,-0.47678,2.734577,0.264803,0.180791,-0.960855
289.111,4.11179,0.048004,-0.442114,2.758948,0.269706,0.112025,-0.972178
289.19,4.131553,0.086091,-0.407105,2.78118,0.2744,0.043172,-0.982747
289.269,4.148112,0.124112,-0.37178,2.801254,0.278881,-0.025714,-0.992555
289.348,4.161454,0.162037,-0.336167,2.819157,0.283146,-0.094581,-1.001592
289.427,4.171569,0.199836,-0.300293,2.834873,0.287192,-0.163374,-1.009853
289.506,4.178448,0.23748,-0.264186,2.84839,0.291014,-0.23204,-1.01733
289.585,4.182087,0.27494,-0.227875,2.859699,0.294611,-0.300527,-1.024019
289.665,4.182468,0.312657,-0.190924,2.86889,0.298021,-0.369643,-1.029982
289.744,4.179579,0.349659,-0.154285,2.875728,0.301155,-0.437606,-1.035068
289.823,4.173448,0.386389,-0.117527,2.880335,0.304056,-0.50523,-1.039351
289.902,4.164082,0.422819,-0.080678,2.882709,0.306721,-0.572462,-1.042828
289.981,4.151486,0.458922,-0.043766,2.882847,0.309149,-0.639251,-1.045496
290.06,4.13567,0.494669,-0.00682,2.88075,0.311336,-0.705543,-1.047353
290.139,4.116647,0.530032,0.03013,2.876418,0.313282,-0.771288,-1.048398
290.218,4.094431,0.564984,0.067058,2.869856,0.314985,-0.836436,-1.04863
290.298,4.068699,0.599932,0.1044,2.860942,0.316461,-0.901746,-1.048036
290.377,4.040113,0.633975,0.141194,2.849907,0.317671,-0.965537,-1.046631
290.456,4.008393,0.667526,0.177878,2.836662,0.318635,-1.028579,-1.044415
290.535,3.973565,0.70056,0.214425,2.821217,0.319352,-1.090823,-1.041389
290.614,3.935655,0.73305,0.250805,2.803585,0.319821,-1.152221,-1.037556
290.693,3.894694,0.764972,0.28699,2.783778,0.320042,-1.212726,-1.032918
290.772,3.850711,0.7963,0.322953,2.761812,0.320015,-1.27229,-1.027478
290.851,3.803743,0.827011,0.358666,2.737704,0.31974,-1.330868,-1.021242
290.931,3.753174,0.857457,0.394547,2.711127,0.319209,-1.389135,-1.01412
291.01,3.700308,0.886854,0.429671,2.682767,0.318435,-1.445589,-1.006295
291.089,3.644572,0.915562,0.464463,2.652327,0.317414,-1.500923,-0.99769
291.168,3.58601,0.943561,0.498894,2.619829,0.316147,-1.555093,-0.988311
291.247,3.524666,0.970828,0.532939,2.5853,0.314635,-1.608056,-0.978166
291.326,3.46059,0.997342,0.56657,2.548765,0.312878,-1.659773,-0.967263
291.405,3.393829,1.023082,0.599761,2.510254,0.31088,-1.710202,-0.955609
291.484,3.324437,1.048029,0.632488,2.469797,0.30864,-1.759305,-0.943214
291.564,3.251539,1.072464,0.665129,2.426875,0.306128,-1.80764,-0.929916
291.643,3.177014,1.095756,0.696843,2.382596,0.303408,-1.853959,-0.916059
291.722,3.100026,1.118198,0.728016,2.336469,0.300453,-1.89884,-0.901492
291.801,3.020633,1.139773,0.758625,2.28853,0.297265,-1.942249,-0.886226
291.88,2.938898,1.160465,0.788646,2.238816,0.293846,-1.984152,-0.870272
291.959,2.854884,1.180256,0.818054,2.187366,0.2902,-2.024516,-0.853643
292.038,2.768656,1.199132,0.846829,2.13422,0.286328,-2.06331,-0.836353
292.117,2.68028,1.217078,0.874947,2.079418,0.282235,-2.100504,-0.818414
292.197,2.588668,1.234289,0.902729,2.02228,0.277866,-2.136508,-0.799601
292.276,2.496181,1.250322,0.929459,1.964277,0.273336,-2.170395,-0.780399
292.355,2.401757,1.265386,0.955469,1.904752,0.268593,-2.202599,-0.760591
292.434,2.305471,1.279468,0.980738,1.843748,0.263642,-2.233095,-0.740194
292.513,2.207398,1.292557,1.005246,1.781316,0.258487,-2.261859,-0.719223
292.608,2.0872,1.30697,1.033683,1.704413,0.252022,-2.294124,-0.693268
292.687,1.985459,1.317839,1.05645,1.639003,0.246431,-2.318996,-0.67109
292.766,1.882177,1.327687,1.078397,1.572322,0.240648,-2.342071,-0.648392
292.845,1.777436,1.336505,1.099508,1.504421,0.234679,-2.363329,-0.625192
292.924,1.671316,1.344286,1.119767,1.435354,0.228528,-2.382754,-0.601506
293.003,1.563901,1.351025,1.139157,1.365174,0.222199,-2.400331,-0.577354
293.083,1.45389,1.356781,1.157892,1.293027,0.215615,-2.416234,-0.55244
293.162,1.344119,1.361407,1.175489,1.220772,0.208945,-2.430053,-0.527406
293.241,1.233305,1.364977,1.192175,1.14757,0.202113,-2.441987,-0.501963
293.32,1.121536,1.367488,1.207936,1.073479,0.195124,-2.452027,-0.476131
