time[s],wave[m],surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
128.98,4.167581,0.183468,-0.315874,2.828329,0.285465,-0.133565,-1.006367
129.059,4.175864,0.221183,-0.279865,2.842801,0.289385,-0.202293,-1.014185
129.138,4.180908,0.258726,-0.243639,2.855068,0.29308,-0.270864,-1.021216
129.217,4.18271,0.296069,-0.207224,2.865121,0.296548,-0.339225,-1.027456
129.296,4.181268,0.333182,-0.170648,2.872952,0.299786,-0.407323,-1.032898
129.375,4.176584,0.370037,-0.13394,2.878555,0.302791,-0.475105,-1.037539
129.454,4.16866,0.406605,-0.097128,2.881926,0.305562,-0.542518,-1.041376
129.534,4.157342,0.443314,-0.059773,2.883062,0.308126,-0.610356,-1.044438
129.613,4.14292,0.479218,-0.022839,2.881933,0.310417,-0.67687,-1.046647
129.692,4.125286,0.514751,0.014114,2.87857,0.312468,-0.742859,-1.048045
129.771,4.104453,0.549885,0.051055,2.872974,0.314277,-0.808271,-1.048629
129.85,4.080436,0.584592,0.087957,2.86515,0.315842,-0.873057,-1.0484
129.929,4.053255,0.618845,0.12479,2.855104,0.317162,-0.937166,-1.047358
130.008,4.02293,0.652619,0.161527,2.842844,0.318236,-1.000548,-1.045504
130.087,3.989486,0.685887,0.198138,2.828379,0.319063,-1.063154,-1.042839
130.167,3.952466,0.719034,0.235056,2.811496,0.319648,-1.125712,-1.039317
130.246,3.912823,0.751205,0.27133,2.79263,0.319977,-1.18661,-1.035027
130.325,3.870146,0.782794,0.307393,2.771598,0.320058,-1.246588,-1.029934
130.404,3.824468,0.813775,0.343217,2.748416,0.31989,-1.305599,-1.024043
130.483,3.775824,0.844126,0.378775,2.723103,0.319474,-1.363597,-1.017357
130.578,3.713453,0.879755,0.421144,2.689869,0.318646,-1.431938,-1.008274
130.657,3.658412,0.908633,0.456019,2.659933,0.317685,-1.487548,-0.999858
130.736,3.600535,0.936806,0.490541,2.627934,0.316478,-1.542005,-0.990667
130.815,3.539865,0.964253,0.524682,2.593897,0.315026,-1.595267,-0.980708
130.894,3.476449,0.990953,0.558416,2.557849,0.313329,-1.647291,-0.969988
130.973,3.410338,1.016884,0.591717,2.519817,0.311389,-1.698037,-0.958516
131.053,3.340695,1.042339,0.624972,2.479312,0.309178,-1.748084,-0.946142
131.132,3.269315,1.066662,0.657324,2.437378,0.306754,-1.796141,-0.933183
131.211,3.195399,1.090159,0.689165,2.393555,0.304092,-1.842806,-0.919501
131.29,3.119006,1.11281,0.720473,2.347875,0.301194,-1.888041,-0.905106
131.369,3.040193,1.134598,0.751221,2.300374,0.298063,-1.931812,-0.890009
131.448,2.959023,1.155506,0.781387,2.251089,0.2947,-1.974084,-0.874221
131.527,2.875558,1.175518,0.810947,2.200058,0.291109,-2.014826,-0.857756
131.606,2.789863,1.194619,0.839879,2.147321,0.287292,-2.054005,-0.840625
131.686,2.700879,1.213017,0.868512,2.09222,0.2832,-2.092057,-0.822614
131.765,2.610899,1.230238,0.89611,2.036175,0.278938,-2.128001,-0.804185
131.844,2.518894,1.246505,0.923013,1.97855,0.274459,-2.162294,-0.785133
131.923,2.424935,1.261806,0.9492,1.919391,0.269768,-2.19491,-0.765472
132.002,2.329096,1.276128,0.974651,1.858744,0.264867,-2.225824,-0.745217
132.081,2.231451,1.28946,0.999346,1.796655,0.259761,-2.255012,-0.724384
132.16,2.132075,1.301793,1.023266,1.733172,0.254454,-2.282451,-0.70299
132.239,2.031046,1.313116,1.046393,1.668346,0.248949,-2.30812,-0.68105
132.319,1.927133,1.323544,1.068985,1.601381,0.243178,-2.33229,-0.658295
132.398,1.823015,1.332809,1.090461,1.534002,0.237289,-2.354338,-0.63531
132.477,1.717483,1.34104,1.111091,1.465434,0.231216,-2.374559,-0.611832
132.556,1.610619,1.348232,1.130859,1.39573,0.224964,-2.39294,-0.58788
132.635,1.502506,1.354378,1.14975,1.324943,0.218537,-2.409464,-0.563472
132.714,1.393227,1.359473,1.16775,1.253129,0.211941,-2.42412,-0.538627
132.793,1.282868,1.363515,1.184844,1.180343,0.205181,-2.436896,-0.513364
132.872,1.171515,1.366498,1.201019,1.106641,0.198261,-2.447782,-0.487703
132.952,1.057826,1.36844,1.21645,1.031133,0.191098,-2.456871,-0.461332
133.031,0.944732,1.369289,1.230738,0.955763,0.183874,-2.463929,-0.434931
133.11,0.830906,1.369077,1.244072,0.879652,0.176508,-2.469077,-0.408192
133.189,0.716436,1.367803,1.256441,0.802858,0.169005,-2.472309,-0.381137
133.268,0.601409,1.365468,1.267836,0.725442,0.161371,-2.473625,-0.353786
133.347,0.485917,1.362074,1.278248,0.647464,0.153612,-2.473022,-0.32616
133.426,0.370047,1.357623,1.287668,0.568983,0.145734,-2.470501,-0.298282
133.505,0.253891,1.35212,1.29609,0.490061,0.137742,-2.466064,-0.270172
133.585,0.136064,1.345479,1.303594,0.409753,0.129541,-2.459622,-0.241494
133.664,0.019603,1.33787,1.309986,0.330129,0.121341,-2.451341,-0.212985
133.743,-0.096873,1.329224,1.315363,0.250249,0.113047,-2.441159,-0.184311
133.822,-0.213274,1.319548,1.31972,0.170175,0.104666,-2.429084,-0.155494
133.901,-0.329509,1.308848,1.323053,0.089969,0.096203,-2.415125,-0.126556
133.98,-0.445489,1.297132,1.325361,0.009693,0.087665,-2.399293,-0.09752
134.059,-0.561123,1.284411,1.32664,-0.070591,0.07906,-2.3816,-0.068409
134.138,-0.676323,1.270694,1.326891,-0.15082,0.070393,-2.36206,-0.039244
134.218,-0.792445,1.255799,1.326096,-0.231944,0.061561,-2.340406,-0.00968
134.297,-0.906498,1.24011,1.324276,-0.311874,0.052791,-2.317197,0.019523
134.376,-1.019848,1.223459,1.321429,-0.391563,0.043981,-2.29219,0.04871
134.455,-1.132407,1.20586,1.317557,-0.470947,0.035136,-2.265406,0.07786
134.534,-1.244088,1.187325,1.312664,-0.549966,0.026264,-2.236865,0.106949
134.629,-1.377102,1.163818,1.305432,-0.644419,0.015569,-2.200248,0.141818
134.708,-1.486544,1.143276,1.298302,-0.722418,0.006661,-2.167917,0.170695
134.787,-1.594834,1.121846,1.290166,-0.799857,-0.002252,-2.133905,0.199439
134.866,-1.701886,1.099547,1.281029,-0.876676,-0.011163,-2.098238,0.228029
134.945,-1.807619,1.076395,1.270898,-0.952815,-0.020066,-2.060944,0.256442
135.024,-1.91195,1.052408,1.259782,-1.028215,-0.028953,-2.022052,0.284656
135.104,-2.01609,1.027286,1.24753,-1.103756,-0.037929,-1.981069,0.313002
135.183,-2.117355,1.001676,1.234457,-1.177492,-0.046764,-1.939052,0.34075
135.262,-2.216978,0.975289,1.220427,-1.250315,-0.055562,-1.895532,0.368234
135.341,-2.314882,0.948146,1.205451,-1.322168,-0.064318,-1.850542,0.395431
135.42,-2.410991,0.920268,1.189539,-1.392996,-0.073023,-1.804116,0.422323
135.499,-2.50523,0.891675,1.172705,-1.462743,-0.081672,-1.756291,0.448886
135.578,-2.597526,0.862392,1.154962,-1.531356,-0.090258,-1.707105,0.475102
135.657,-2.687807,0.832439,1.136323,-1.598782,-0.098773,-1.656594,0.500949
135.737,-2.777107,0.80145,1.11655,-1.665797,-0.107318,-1.604135,0.526727
135.816,-2.863124,0.770223,1.096153,-1.730675,-0.115673,-1.55108,0.551772
135.895,-2.94692,0.738398,1.074905,-1.79421,-0.123938,-1.496822,0.576389
135.974,-3.028431,0.706,1.052824,-1.856354,-0.132107,-1.441402,0.600559
136.053,-3.107593,0.673055,1.029927,-1.917059,-0.140173,-1.384866,0.624264
136.132,-3.184345,0.639588,1.006231,-1.976277,-0.148131,-1.327255,0.647484
136.211,-3.258628,0.605625,0.981754,-2.033962,-0.155974,-1.268614,0.670202
136.29,-3.330384,0.571193,0.956516,-2.09007,-0.163696,-1.20899,0.6924
136.37,-3.400415,0.535873,0.930203,-2.145236,-0.171386,-1.147656,0.714332
136.449,-3.466918,0.500576,0.903492,-2.198038,-0.178847,-1.086193,0.735433
136.528,-3.530732,0.464891,0.876081,-2.249136,-0.186168,-1.023888,0.755963
136.607,-3.591808,0.428846,0.847991,-2.298489,-0.193345,-0.960788,0.775907
136.686,-3.650098,0.392468,0.819243,-2.34606,-0.200373,-0.896943,0.795249
136.765,-3.705557,0.355785,0.789859,-2.391812,-0.207245,-0.832403,0.813975
136.844,-3.758143,0.318827,0.759863,-2.435708,-0.213956,-0.767217,0.832069
136.923,-3.807815,0.281622,0.729278,-2.477716,-0.220501,-0.701436,0.849518
137.003,-3.855105,0.243723,0.697729,-2.518297,-0.226955,-0.634268,0.866516
137.082,-3.898796,0.206107,0.66603,-2.556406,-0.233151,-0.567445,0.882626
137.161,-3.939463,0.168332,0.633815,-2.592532,-0.239167,-0.500182,0.898051
137.24,-3.977076,0.130426,0.601108,-2.626648,-0.244996,-0.43253,0.91278
137.319,-4.011604,0.092419,0.567935,-2.658726,-0.250636,-0.364544,0.9268
137.398,-4.04302,0.05434,0.534321,-2.688743,-0.256082,-0.296274,0.940102
137.477,-4.071302,0.016219,0.500293,-2.716675,-0.261329,-0.227775,0.952675
137.556,-4.096426,-0.021914,0.465877,-2.742499,-0.266373,-0.159099,0.96451
137.636,-4.11863,-0.060513,0.430657,-2.766483,-0.27127,-0.089429,0.975731
137.715,-4.137343,-0.098582,0.395542,-2.788009,-0.275895,-0.020559,0.986051
137.794,-4.152847,-0.136575,0.360119,-2.807372,-0.280305,0.048327,0.995607
137.873,-4.165131,-0.174461,0.324417,-2.824558,-0.284499,0.117175,1.00439
137.952,-4.174184,-0.212213,0.288464,-2.839553,-0.288471,0.185933,1.012394
138.031,-4.180001,-0.2498,0.252287,-2.852346,-0.29222,0.254546,1.019613
138.11,-4.182575,-0.287193,0.215914,-2.862928,-0.295742,0.322962,1.026041
138.189,-4.181906,-0.324363,0.179374,-2.871289,-0.299035,0.391127,1.031674
138.269,-4.177923,-0.361748,0.14223,-2.877486,-0.302134,0.459846,1.036563
138.348,-4.17073,-0.398383,0.105439,-2.881361,-0.304957,0.527347,1.040581
138.427,-4.160302,-0.434709,0.068566,-2.883001,-0.307545,0.594439,1.043793
138.506,-4.146648,-0.470698,0.03164,-2.882405,-0.309893,0.66107,1.046195
138.585,-4.129778,-0.506321,-0.005311,-2.879574,-0.312002,0.727189,1.047785
138.68,-4.105251,-0.548638,-0.049737,-2.873212,-0.314217,0.805947,1.048622
138.759,-4.081348,-0.583361,-0.08664,-2.865468,-0.31579,0.870756,1.048422
138.838,-4.054279,-0.617631,-0.123477,-2.855501,-0.317119,0.93489,1.04741
138.917,-4.024067,-0.651422,-0.160217,-2.84332,-0.318202,0.998299,1.045584
138.996,-3.990733,-0.684709,-0.196834,-2.828933,-0.319038,1.060934,1.042948
139.075,-3.954305,-0.717464,-0.233298,-2.812353,-0.319626,1.122746,1.039504
139.155,-3.91429,-0.750067,-0.270038,-2.793341,-0.31997,1.184452,1.035194
139.234,-3.871721,-0.781677,-0.306109,-2.772386,-0.320059,1.244464,1.03013
139.313,-3.82615,-0.81268,-0.341943,-2.74928,-0.3199,1.30351,1.024267
139.392,-3.77761,-0.843054,-0.377511,-2.724043,-0.319493,1.361545,1.01761
139.471,-3.726142,-0.872774,-0.412787,-2.696694,-0.318839,1.418524,1.010163
139.55,-3.671783,-0.901816,-0.447742,-2.667252,-0.317937,1.474404,1.001934
139.629,-3.614578,-0.93016,-0.48235,-2.635743,-0.316788,1.529139,0.992927
139.708,-3.554569,-0.957782,-0.516584,-2.602189,-0.315394,1.582689,0.98315
139.788,-3.490991,-0.984997,-0.550844,-2.566154,-0.313733,1.635666,0.972472
139.867,-3.425483,-1.011103,-0.584245,-2.528567,-0.311848,1.686704,0.961169
139.946,-3.357319,-1.036424,-0.617193,-2.489019,-0.309721,1.736435,0.949121
140.025,-3.286551,-1.060942,-0.649662,-2.447541,-0.307353,1.784818,0.936336
140.104,-3.213235,-1.084638,-0.681628,-2.404164,-0.304748,1.831817,0.922826
140.183,-3.137426,-1.107492,-0.713064,-2.358923,-0.301906,1.877396,0.908599
140.262,-3.059184,-1.129487,-0.743948,-2.311853,-0.29883,1.921519,0.893668
140.341,-2.97857,-1.150606,-0.774255,-2.26299,-0.295522,1.964152,0.878044
140.421,-2.894582,-1.171083,-0.804334,-2.211719,-0.291939,2.005772,0.861529
140.5,-2.809384,-1.190391,-0.833409,-2.159364,-0.288173,2.045306,0.844547
140.579,-2.722008,-1.208775,-0.861837,-2.105334,-0.284183,2.083254,0.82691
140.658,-2.63252,-1.226221,-0.889598,-2.049671,-0.279973,2.119587,0.808632
140.737,-2.540991,-1.242717,-0.916668,-1.992419,-0.275545,2.154276,0.789727
140.816,-2.447492,-1.258249,-0.943028,-1.933621,-0.270904,2.187294,0.77021
140.895,-2.352094,-1.272805,-0.968656,-1.873324,-0.266053,2.218616,0.750095
140.974,-2.254872,-1.286375,-0.993533,-1.811574,-0.260996,2.248217,0.729399
141.054,-2.154638,-1.299099,-1.017939,-1.747611,-0.255668,2.276416,0.707864
141.133,-2.053975,-1.31065,-1.041246,-1.683083,-0.250208,2.302486,0.686046
141.212,-1.951719,-1.321185,-1.063746,-1.61725,-0.244553,2.32677,0.663695
141.291,-1.84795,-1.330695,-1.085421,-1.550163,-0.238709,2.34925,0.640831
141.37,-1.742747,-1.339174,-1.106254,-1.481874,-0.232679,2.369909,0.617469
141.449,-1.636193,-1.346613,-1.126229,-1.412436,-0.22647,2.388729,0.593628
141.528,-1.52837,-1.353009,-1.14533,-1.341902,-0.220084,2.405697,0.569327
141.607,-1.419361,-1.358355,-1.163543,-1.270327,-0.213528,2.420799,0.544584
141.687,-1.307852,-1.362695,-1.181068,-1.196843,-0.20672,2.434179,0.519098
141.766,-1.196715,-1.365918,-1.197451,-1.123343,-0.199836,2.445492,0.493525
141.845,-1.08465,-1.368081,-1.212906,-1.048972,-0.192797,2.454908,0.46757
141.924,-0.971744,-1.369183,-1.22742,-0.973787,-0.185608,2.462421,0.441252
142.003,-0.858084,-1.369224,-1.240983,-0.897847,-0.178275,2.468024,0.414591
142.082,-0.743759,-1.368203,-1.253583,-0.821211,-0.170805,2.471713,0.387609
142.161,-0.628857,-1.36612,-1.26521,-0.743938,-0.163201,2.473485,0.360327
142.24,-0.513467,-1.362978,-1.275857,-0.666088,-0.155471,2.473339,0.332765
142.32,-0.396212,-1.358719,-1.28563,-0.586726,-0.147521,2.471237,0.304591
142.399,-0.280112,-1.353453,-1.294278,-0.507899,-0.139555,2.467232,0.276532
142.478,-0.163795,-1.347138,-1.301921,-0.428677,-0.13148,2.461313,0.248258
142.557,-0.047352,-1.339777,-1.308555,-0.349123,-0.123303,2.453486,0.219792
142.636,0.069129,-1.331378,-1.314175,-0.269298,-0.115031,2.443757,0.191155
142.731,0.209121,-1.319911,-1.319582,-0.173036,-0.104966,2.429547,0.156524
142.81,0.325364,-1.309247,-1.322952,-0.092833,-0.096506,2.415655,0.127591
142.889,0.441355,-1.297568,-1.325296,-0.012558,-0.087971,2.39989,0.098558
142.968,0.557003,-1.284882,-1.326612,0.067726,-0.079368,2.382263,0.069449
143.047,0.672219,-1.271201,-1.326899,0.147958,-0.070703,2.362789,0.040286
143.126,0.786914,-1.256533,-1.326158,0.228075,-0.061984,2.341483,0.011092
143.206,0.902439,-1.240686,-1.324359,0.309025,-0.053105,2.318056,-0.018481
143.285,1.015815,-1.22407,-1.321548,0.388723,-0.044296,2.293113,-0.047669
143.364,1.128404,-1.206504,-1.317713,0.46812,-0.035452,2.266392,-0.07682
143.443,1.240118,-1.188002,-1.312856,0.547153,-0.026581,2.237913,-0.105912
143.522,1.35087,-1.16858,-1.306981,0.625762,-0.017689,2.207699,-0.134922
143.601,1.460574,-1.14825,-1.300092,0.703886,-0.008784,2.175773,-0.163827
143.68,1.569146,-1.127031,-1.292195,0.781464,0.000129,2.142159,-0.192605
143.759,1.676501,-1.104937,-1.283296,0.858435,0.009041,2.106884,-0.221234
143.839,1.783889,-1.081691,-1.27327,0.935703,0.018059,2.069497,-0.25005
143.918,1.888543,-1.05789,-1.262375,1.011275,0.02695,2.030962,-0.278311
143.997,1.991733,-1.03327,-1.250502,1.086062,0.03582,1.990853,-0.306356
144.076,2.093377,-1.007848,-1.237659,1.160007,0.044662,1.949199,-0.334163
144.155,2.193399,-0.981644,-1.223856,1.233053,0.05347,1.906034,-0.361711
144.234,2.291719,-0.95468,-1.209104,1.305142,0.062236,1.861391,-0.388979
144.313,2.388262,-0.926974,-1.193414,1.376219,0.070954,1.815304,-0.415945
144.392,2.482953,-0.89855,-1.176799,1.446229,0.079617,1.767809,-0.442589
144.472,2.57688,-0.869056,-1.159043,1.515981,0.088327,1.718317,-0.46922
144.551,2.667623,-0.839253,-1.140605,1.583679,0.096859,1.668101,-0.495152
144.63,2.756296,-0.808799,-1.121282,1.650149,0.105316,1.616592,-0.5207
144.709,2.842832,-0.777717,-1.101089,1.715339,0.113691,1.56383,-0.545844
144.788,2.927163,-0.746032,-1.080043,1.779199,0.121978,1.509854,-0.570565
144.867,3.009224,-0.713769,-1.058159,1.841679,0.13017,1.454708,-0.594843
144.946,3.088951,-0.680952,-1.035455,1.902731,0.138261,1.398433,-0.61866
145.025,3.166283,-0.647607,-1.011947,1.962307,0.146246,1.341074,-0.641997
145.105,3.242091,-0.613328,-0.987342,2.021086,0.154215,1.281929,-0.665122
145.184,3.314422,-0.578999,-0.962274,2.077554,0.161965,1.222523,-0.68744
145.263,3.384182,-0.544221,-0.93646,2.13241,0.169589,1.162169,-0.709224
145.342,3.451317,-0.509021,-0.90992,2.185612,0.177082,1.100913,-0.730457
145.421,3.515776,-0.473426,-0.882674,2.23712,0.184437,1.038804,-0.751125
145.5,3.577509,-0.437464,-0.854743,2.286892,0.191649,0.975889,-0.77121
145.579,3.636467,-0.401163,-0.82615,2.334891,0.198713,0.912217,-0.790697
145.658,3.692605,-0.36455,-0.796916,2.38108,0.205622,0.847838,-0.809571
145.738,3.746535,-0.327186,-0.766682,2.425971,0.212457,0.781974,-0.828043
145.817,3.796867,-0.290034,-0.736227,2.468407,0.21904,0.716323,-0.845639
145.896,3.844255,-0.252657,-0.705202,2.50893,0.225453,0.650117,-0.862579
145.975,3.888661,-0.215084,-0.67363,2.547506,0.231692,0.583406,-0.87885
146.054,3.930052,-0.177344,-0.641535,2.584107,0.23775,0.516243,-0.894439
146.133,3.968394,-0.139466,-0.608943,2.618705,0.243625,0.448679,-0.909335
146.212,4.00366,-0.101481,-0.575878,2.651271,0.24931,0.380767,-0.923525
146.291,4.03582,-0.063416,-0.542367,2.681781,0.254802,0.312561,-0.936999
146.371,4.065198,-0.02482,-0.508003,2.710557,0.260163,0.243243,-0.949904
146.45,4.091036,0.013313,-0.473673,2.736859,0.265253,0.174603,-0.961905
146.529,4.113701,0.051436,-0.438974,2.761038,0.270137,0.105827,-0.973161
146.608,4.133176,0.089519,-0.403936,2.783076,0.274812,0.036969,-0.983662
146.687,4.149446,0.127532,-0.368584,2.802956,0.279274,-0.031918,-0.9934
146.782,4.164748,0.173111,-0.325696,2.823982,0.284353,-0.114719,-1.00409
146.861,4.173917,0.210868,-0.289751,2.839056,0.288333,-0.183481,-1.012122
146.94,4.179849,0.248461,-0.253582,2.851928,0.29209,-0.2521,-1.019369
147.019,4.182539,0.285862,-0.217216,2.862588,0.295621,-0.320524,-1.025826
147.098,4.181986,0.323041,-0.180681,2.871029,0.298922,-0.388699,-1.031487
147.177,4.178189,0.359969,-0.144006,2.877242,0.301991,-0.456573,-1.036348
147.272,4.169333,0.404004,-0.099758,2.88176,0.305372,-0.537719,-1.041129
147.351,4.158407,0.44028,-0.062875,2.883055,0.307922,-0.604744,-1.044216
147.446,4.140999,0.483448,-0.01846,2.881651,0.310673,-0.684717,-1.046855
147.525,4.122984,0.518935,0.018492,2.878023,0.312695,-0.75064,-1.048156
147.604,4.101773,0.55402,0.05543,2.872163,0.314475,-0.815982,-1.048644
147.683,4.07738,0.588675,0.092325,2.864076,0.316011,-0.88069,-1.048319
147.763,4.049457,0.623303,0.129614,2.853622,0.317317,-0.945521,-1.047162
147.842,4.018722,0.657012,0.166336,2.841072,0.318358,-1.008804,-1.045201
147.921,3.98487,0.690211,0.202929,2.826319,0.319153,-1.071305,-1.04243
148,3.947928,0.722875,0.239364,2.809374,0.3197,-1.132975,-1.03885
148.079,3.907924,0.754979,0.275614,2.790251,0.32,-1.193766,-1.034465
148.158,3.86489,0.786497,0.31165,2.768963,0.320051,-1.253631,-1.029278
148.237,3.818858,0.817405,0.347445,2.745528,0.319854,-1.312525,-1.023292
148.316,3.769865,0.847679,0.38297,2.719964,0.319408,-1.3704,-1.016513
148.396,3.717272,0.877667,0.418642,2.691926,0.318705,-1.427925,-1.008845
148.475,3.662436,0.906594,0.453541,2.662139,0.317762,-1.483616,-1.000485
148.554,3.604759,0.934819,0.488089,2.630286,0.316572,-1.538157,-0.991349
148.633,3.544287,0.962319,0.522258,2.596394,0.315137,-1.591505,-0.981444
148.712,3.481066,0.989072,0.556022,2.560488,0.313458,-1.643619,-0.970779
148.807,3.40147,1.020226,0.596051,2.514683,0.311117,-1.704596,-0.956957
148.886,3.332371,1.045263,0.628831,2.474443,0.308904,-1.75385,-0.944644
148.965,3.260688,1.06949,0.661124,2.432284,0.306451,-1.801744,-0.9316
149.044,3.186476,1.092887,0.692903,2.388238,0.303761,-1.848241,-0.917832
149.123,3.109792,1.115437,0.724146,2.342341,0.300835,-1.893304,-0.903353
149.202,3.030697,1.137122,0.754827,2.294626,0.297676,-1.936899,-0.888174
149.282,2.948206,1.158182,0.785299,2.244495,0.294242,-1.979515,-0.8721
149.361,2.864445,1.178075,0.814778,2.193238,0.290621,-2.020054,-0.855547
149.44,2.778462,1.197055,0.843625,2.140281,0.286775,-2.059026,-0.83833
149.519,2.690325,1.215106,0.871818,2.085663,0.282706,-2.096401,-0.820463
149.598,2.600101,1.232215,0.899334,2.029428,0.278418,-2.132151,-0.80196
149.677,2.507861,1.248369,0.926154,1.97162,0.273914,-2.166247,-0.782835
149.756,2.413676,1.263554,0.952254,1.912282,0.269198,-2.198663,-0.763102
149.835,2.317619,1.27776,0.977617,1.851461,0.264273,-2.229373,-0.742778
149.915,2.218515,1.291135,1.002528,1.788407,0.259077,-2.258711,-0.72161
149.994,2.118918,1.303335,1.026345,1.724746,0.253743,-2.285919,-0.700143
150.073,2.017678,1.314525,1.049366,1.659747,0.248213,-2.311354,-0.678133
150.152,1.914873,1.324695,1.071573,1.593461,0.24249,-2.334997,-0.655597
150.231,1.810583,1.333838,1.092949,1.525939,0.236579,-2.356829,-0.632553
150.31,1.704888,1.341947,1.113478,1.457233,0.230485,-2.376834,-0.609018
150.389,1.597872,1.349015,1.133143,1.387398,0.224212,-2.394995,-0.585011
150.468,1.489616,1.355037,1.15193,1.316487,0.217765,-2.411298,-0.56055
150.548,1.378814,1.360064,1.170043,1.243637,0.211064,-2.425903,-0.535337
150.627,1.268319,1.363966,1.187018,1.170728,0.204282,-2.438431,-0.510021
150.706,1.156842,1.366811,1.203071,1.096911,0.197342,-2.449069,-0.484309
150.785,1.044467,1.368596,1.218192,1.022243,0.190249,-2.457807,-0.458222
150.864,0.931282,1.36932,1.232368,0.946782,0.183009,-2.464639,-0.43178
150.943,0.817375,1.368981,1.245588,0.870587,0.175626,-2.46956,-0.405002
151.022,0.702834,1.367581,1.257843,0.793717,0.168107,-2.472565,-0.377911
151.101,0.587747,1.365121,1.269121,0.716231,0.160458,-2.473653,-0.350526
151.181,0.47074,1.36155,1.27954,0.637199,0.152585,-2.4728,-0.322518
151.26,0.354828,1.356962,1.28883,0.558657,0.144692,-2.470028,-0.294608
151.339,0.238641,1.351321,1.29712,0.479681,0.136686,-2.46534,-0.26647
151.418,0.122268,1.344632,1.304404,0.400334,0.128575,-2.45874,-0.238125
151.497,0.005801,1.3369,1.310677,0.320676,0.120363,-2.450234,-0.209595
151.576,-0.110671,1.328132,1.315933,0.24077,0.112059,-2.439827,-0.180903
151.655,-0.227057,1.318333,1.320169,0.160677,0.103667,-2.427528,-0.152071
151.734,-0.343267,1.307512,1.32338,0.080459,0.095195,-2.413346,-0.12312
151.814,-0.460676,1.295521,1.325587,-0.000837,0.08654,-2.397078,-0.093706
151.893,-0.576258,1.282669,1.326732,-0.081117,0.077927,-2.379142,-0.064587
151.972,-0.691394,1.268822,1.326847,-0.161334,0.069252,-2.359361,-0.035417
152.051,-0.805993,1.253991,1.325934,-0.241426,0.060524,-2.337751,-0.00622
152.13,-0.919967,1.238187,1.323992,-0.32133,0.051749,-2.314327,0.022982
152.209,-1.033228,1.221423,1.321024,-0.400986,0.042934,-2.289109,0.052167
152.288,-1.145688,1.203712,1.317031,-0.48033,0.034086,-2.262115,0.08131
152.367,-1.257259,1.185067,1.312016,-0.559302,0.025211,-2.233367,0.110391
152.447,-1.369248,1.16525,1.305902,-0.638832,0.016204,-2.202491,0.139752
152.526,-1.478769,1.144772,1.298844,-0.716868,0.007297,-2.170281,0.168638
152.605,-1.587144,1.123405,1.29078,-0.794349,-0.001616,-2.136388,0.197392
152.684,-1.694287,1.101167,1.281714,-0.871214,-0.010527,-2.100838,0.225994
152.763,-1.800117,1.078075,1.271654,-0.947403,-0.019431,-2.06366,0.25442
152.858,-1.925524,1.049201,1.258252,-1.038045,-0.030117,-2.016834,0.288341
152.937,-2.028172,1.024292,1.246032,-1.112539,-0.038978,-1.97617,0.316303
153.016,-2.129247,0.998589,1.232845,-1.186169,-0.047808,-1.933973,0.344021
153.095,-2.22867,0.972112,1.218702,-1.25888,-0.056602,-1.890277,0.371472
153.174,-2.326365,0.944881,1.203614,-1.330615,-0.065352,-1.845115,0.398634
153.253,-2.422256,0.916917,1.187593,-1.401318,-0.074051,-1.798522,0.425488
153.333,-2.517446,0.887874,1.17043,-1.471807,-0.082802,-1.749917,0.452345
153.412,-2.609482,0.858501,1.152568,-1.540268,-0.091379,-1.700555,0.478513
153.491,-2.699495,0.828463,1.133813,-1.607534,-0.099884,-1.649874,0.50431
153.57,-2.787413,0.797782,1.114178,-1.673553,-0.108313,-1.597913,0.529716
153.649,-2.87317,0.766482,1.093679,-1.738274,-0.116657,-1.544713,0.554712
153.728,-2.956699,0.734588,1.072332,-1.801647,-0.124911,-1.490315,0.579277
153.807,-3.037935,0.702125,1.050153,-1.863623,-0.133068,-1.434761,0.603393
153.886,-3.116815,0.669117,1.02716,-1.924154,-0.141122,-1.378095,0.627041
153.966,-3.194229,0.635162,1.003065,-1.98393,-0.149166,-1.319622,0.650492
154.045,-3.268184,0.601136,0.978487,-2.041411,-0.156994,-1.26085,0.673143
154.124,-3.339604,0.566643,0.953151,-2.097309,-0.164699,-1.2011,0.695272
154.203,-3.408434,0.531712,0.927075,-2.15158,-0.172277,-1.140419,0.716862
154.282,-3.47462,0.496368,0.900281,-2.204182,-0.179721,-1.078854,0.737896
154.361,-3.538113,0.460638,0.872788,-2.255075,-0.187026,-1.016451,0.758357
154.44,-3.598861,0.424552,0.844618,-2.30422,-0.194186,-0.953261,0.778231
154.519,-3.656818,0.388137,0.815794,-2.351577,-0.201195,-0.889331,0.7975
154.599,-3.712619,0.350954,0.78596,-2.397675,-0.208134,-0.82389,0.816384
154.678,-3.764824,0.313961,0.755885,-2.441326,-0.214824,-0.758623,0.834394
154.757,-3.814111,0.276725,0.725224,-2.483084,-0.221347,-0.692768,0.851758
154.836,-3.860439,0.239275,0.694001,-2.522915,-0.227699,-0.626375,0.86846
154.915,-3.903773,0.201639,0.66224,-2.560791,-0.233874,-0.559497,0.884489
154.994,-3.94408,0.163847,0.629965,-2.59668,-0.239867,-0.492185,0.899833
155.073,-3.981329,0.125927,0.597201,-2.630556,-0.245675,-0.424491,0.914478
155.152,-4.015489,0.08791,0.563974,-2.662391,-0.251292,-0.356468,0.928414
