time series,wave[m],ship_speed_kn,surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
88.507,0.173154,8,-0.18045,0.244125,-0.281086,0.970598,0.823212,-0.161767
88.618,0.252282,8,-0.164199,0.219947,-0.314183,0.878393,0.797024,-0.174095
88.744,0.342788,8,-0.144738,0.190236,-0.351447,0.765636,0.763151,-0.187209
88.87,0.419559,8,-0.124317,0.158255,-0.387917,0.644853,0.725273,-0.199301
89.011,0.466869,8,-0.100478,0.12001,-0.427152,0.500979,0.678676,-0.211484
89.122,0.460116,8,-0.081089,0.088287,-0.456403,0.381895,0.639235,-0.219974
89.248,0.39366,8,-0.058534,0.050807,-0.487371,0.241315,0.591854,-0.22835
89.358,0.281035,8,-0.038463,0.017028,-0.512089,0.114644,0.548431,-0.234525
89.468,0.120612,8,-0.018122,-0.017526,-0.534323,-0.014909,0.503223,-0.239634
89.579,-0.08048,8,0.002595,-0.052974,-0.55395,-0.147711,0.455871,-0.243741
89.689,-0.304457,8,0.023233,-0.088472,-0.570354,-0.280476,0.407266,-0.246831
89.799,-0.535703,8,0.043903,-0.124135,-0.583493,-0.413482,0.357007,-0.24903
89.91,-0.757922,8,0.064717,-0.160081,-0.593228,-0.547026,0.304632,-0.250442
90.02,-0.950311,8,0.085227,-0.19545,-0.599195,-0.677839,0.251123,-0.251136
90.131,-1.103151,8,0.105738,-0.23066,-0.601336,-0.80749,0.195581,-0.251201
90.241,-1.205964,8,0.125812,-0.264843,-0.599469,-0.932925,0.13913,-0.25069
90.351,-1.258669,8,0.145573,-0.298071,-0.593518,-1.054684,0.081443,-0.249626
90.462,-1.265193,8,0.165133,-0.33037,-0.583286,-1.173237,0.022195,-0.247981
90.572,-1.23412,8,0.184081,-0.36089,-0.568908,-1.285905,-0.037303,-0.245745
90.682,-1.17709,8,0.202533,-0.389659,-0.550304,-1.393243,-0.097324,-0.242851
90.793,-1.10539,8,0.220591,-0.416649,-0.527286,-1.495588,-0.158158,-0.2392
90.903,-1.030835,8,0.237867,-0.441127,-0.500361,-1.590483,-0.218465,-0.234799
91.014,-0.959476,8,0.254611,-0.463314,-0.469186,-1.678969,-0.279119,-0.229527
91.124,-0.895756,8,0.270458,-0.482618,-0.434521,-1.758704,-0.33883,-0.22346
91.234,-0.837939,8,0.285492,-0.499096,-0.396348,-1.829726,-0.397977,-0.216557
91.345,-0.78102,8,0.299769,-0.512739,-0.354562,-1.891723,-0.45693,-0.208767
91.455,-0.719511,8,0.31296,-0.523215,-0.310241,-1.942754,-0.514466,-0.200264
91.565,-0.646276,8,0.325124,-0.530602,-0.263368,-1.982646,-0.570951,-0.191012
91.676,-0.555439,8,0.336281,-0.53489,-0.213855,-2.010901,-0.626686,-0.180936
91.786,-0.446775,8,0.346157,-0.535984,-0.162968,-2.026415,-0.680439,-0.170214
91.897,-0.320448,8,0.354854,-0.533896,-0.11017,-2.029001,-0.732929,-0.158614
92.023,-0.164747,8,0.363087,-0.527641,-0.048962,-2.015604,-0.790012,-0.144413
92.133,-0.028627,8,0.368766,-0.518814,0.005159,-1.989494,-0.837342,-0.131012
92.243,0.096312,8,0.372964,-0.506869,0.059528,-1.949865,-0.88203,-0.116562
92.354,0.200545,8,0.375628,-0.491693,0.114268,-1.89619,-0.924168,-0.100808
92.464,0.274232,8,0.376644,-0.473616,0.168027,-1.829531,-0.962752,-0.083937
92.574,0.314474,8,0.375978,-0.452601,0.220939,-1.749619,-0.997971,-0.065748
92.685,0.322038,8,0.37354,-0.428535,0.273117,-1.655767,-1.029928,-0.046033
92.795,0.302467,8,0.369319,-0.402007,0.323282,-1.549951,-1.057912,-0.025168
92.906,0.26519,8,0.363191,-0.372724,0.372019,-1.430624,-1.082315,-0.002842
93.016,0.222961,8,0.355225,-0.341435,0.418153,-1.300421,-1.102589,0.020435
93.126,0.187908,8,0.345344,-0.30813,0.461865,-1.158942,-1.11885,0.044717
93.252,0.170295,8,0.331652,-0.267842,0.508664,-0.984039,-1.132358,0.073561
93.363,0.1828,8,0.317483,-0.230766,0.546775,-0.819701,-1.139526,0.099689
93.473,0.223576,8,0.301506,-0.192847,0.581497,-0.648582,-1.14203,0.126069
93.568,0.279661,8,0.286177,-0.15936,0.60895,-0.495197,-1.140325,0.14912
93.678,0.363054,8,0.266692,-0.119957,0.637715,-0.312406,-1.133649,0.175987
93.789,0.458453,8,0.245196,-0.079751,0.663376,-0.123829,-1.12156,0.203146
93.899,0.554054,8,0.222149,-0.039702,0.685401,0.065497,-1.104058,0.229959
94.009,0.641685,8,0.197455,0.000321,0.703975,0.255596,-1.080882,0.256511
94.12,0.715727,8,0.170971,0.040454,0.719153,0.446536,-1.051629,0.282857
94.23,0.772636,8,0.143292,0.079749,0.730592,0.63326,-1.016779,0.308317
94.356,0.820758,8,0.110007,0.123886,0.739192,0.842101,-0.969717,0.336385
94.466,0.855072,8,0.079732,0.161404,0.742679,1.018367,-0.922487,0.359641
94.577,0.892023,8,0.0482,0.198068,0.742317,1.189021,-0.869157,0.381634
94.687,0.940603,8,0.016152,0.233002,0.738041,1.34964,-0.810838,0.401683
94.798,1.009831,8,-0.016812,0.266638,0.729716,1.501834,-0.746634,0.419873
94.908,1.102965,8,-0.049909,0.298193,0.717457,1.641615,-0.677853,0.435622
95.034,1.238948,8,-0.088092,0.33197,0.698499,1.786702,-0.59294,0.450598
95.144,1.376445,8,-0.121437,0.359259,0.677677,1.899007,-0.513599,0.460798
95.255,1.521206,8,-0.154877,0.384631,0.652682,1.997703,-0.42874,0.468234
95.365,1.656024,8,-0.1876,0.407574,0.624041,2.080149,-0.34002,0.472675
95.507,1.791803,8,-0.228894,0.433906,0.581535,2.16289,-0.218949,0.47399
95.633,1.853526,8,-0.264312,0.454153,0.538796,2.213273,-0.105697,0.470912
95.759,1.844456,8,-0.298269,0.47146,0.491565,2.241764,0.012562,0.463772
95.885,1.759191,8,-0.330473,0.485812,0.440091,2.248581,0.135236,0.4525
96.026,1.579636,8,-0.364094,0.49833,0.37781,2.231303,0.276837,0.434885
96.137,1.388038,8,-0.388535,0.505508,0.32559,2.200067,0.390757,0.417231
96.247,1.168974,8,-0.410814,0.510246,0.271337,2.154704,0.505063,0.3964
96.373,0.901064,8,-0.433759,0.5127,0.206496,2.086337,0.636814,0.368446
96.483,0.667397,8,-0.451384,0.512192,0.147889,2.013448,0.75172,0.340509
96.609,0.413819,8,-0.468639,0.508519,0.078949,1.916179,0.882175,0.304594
96.72,0.20965,8,-0.48111,0.50252,0.017065,1.819413,0.99517,0.269686
96.83,0.026686,8,-0.490836,0.494015,-0.044876,1.714261,1.104507,0.232324
96.941,-0.140631,8,-0.4979,0.482863,-0.107541,1.599713,1.21132,0.192143
97.067,-0.315228,8,-0.502474,0.467117,-0.178263,1.460506,1.327154,0.143985
97.177,-0.459799,8,-0.503406,0.45074,-0.23911,1.331925,1.42255,0.100178
97.287,-0.600735,8,-0.501443,0.43197,-0.298626,1.197624,1.511618,0.05517
97.398,-0.740102,8,-0.496505,0.410668,-0.356856,1.057133,1.594096,0.008969
97.508,-0.872975,8,-0.488679,0.387282,-0.412291,0.913808,1.667511,-0.037176
97.618,-0.995201,8,-0.477952,0.3617,-0.465022,0.767219,1.73168,-0.083281
97.729,-1.100137,8,-0.464225,0.333734,-0.515057,0.616799,1.786124,-0.129385
97.839,-1.17781,8,-0.447804,0.303969,-0.561086,0.466023,1.829012,-0.174305
97.95,-1.222752,8,-0.428468,0.271965,-0.603547,0.312868,1.860371,-0.218518
98.06,-1.230377,8,-0.406665,0.238421,-0.641306,0.160734,1.879026,-0.260906
98.17,-1.20178,8,-0.382348,0.20321,-0.67442,0.008807,1.88486,-0.301564
98.296,-1.131641,8,-0.351578,0.161071,-0.706244,-0.164331,1.875419,-0.345616
98.407,-1.04841,8,-0.322066,0.122612,-0.728567,-0.315567,1.852699,-0.381854
98.517,-0.96041,8,-0.290776,0.083544,-0.745177,-0.463801,1.816912,-0.415088
98.643,-0.87208,8,-0.252678,0.038015,-0.757257,-0.631017,1.759921,-0.449539
98.753,-0.821286,8,-0.217674,-0.002049,-0.761641,-0.774183,1.696535,-0.4762
98.864,-0.805856,8,-0.180934,-0.042415,-0.760232,-0.915359,1.620116,-0.499678
98.974,-0.831155,8,-0.143352,-0.082009,-0.753128,-1.051292,1.532528,-0.519415
99.085,-0.896712,8,-0.10449,-0.121211,-0.740354,-1.183622,1.432741,-0.535693
99.195,-0.99451,8,-0.065298,-0.158993,-0.722373,-1.309042,1.323179,-0.548197
99.305,-1.113353,8,-0.025686,-0.195411,-0.69939,-1.427776,1.203685,-0.557118
99.416,-1.239743,8,0.014447,-0.230497,-0.671492,-1.539764,1.073818,-0.562551
99.526,-1.355928,8,0.054114,-0.263365,-0.639587,-1.64195,0.936777,-0.564484
99.636,-1.449294,8,0.093413,-0.294109,-0.603883,-1.734391,0.792376,-0.563073
99.747,-1.510097,8,0.132433,-0.322769,-0.564473,-1.816871,0.640251,-0.558344
99.857,-1.532072,8,0.170215,-0.348637,-0.522542,-1.887088,0.484269,-0.550448
99.968,-1.515957,8,0.207194,-0.37201,-0.477814,-1.945612,0.322807,-0.539285
100.078,-1.467396,8,0.242464,-0.392318,-0.431568,-1.990808,0.160024,-0.525078
100.188,-1.395382,8,0.276137,-0.40966,-0.383877,-2.022788,-0.004249,-0.507748
100.299,-1.309834,8,0.308279,-0.424057,-0.334745,-2.041276,-0.170234,-0.487103
100.409,-1.222717,8,0.338108,-0.435191,-0.285496,-2.045632,-0.333684,-0.463535
100.519,-1.141315,8,0.365736,-0.443185,-0.236111,-2.035847,-0.494892,-0.436921
100.63,-1.069285,8,0.391212,-0.448095,-0.186543,-2.011458,-0.654131,-0.407068
100.74,-1.007749,8,0.413924,-0.449902,-0.138062,-1.972797,-0.807447,-0.374654
100.851,-0.951105,8,0.434148,-0.448754,-0.090136,-1.91914,-0.9566,-0.339283
100.961,-0.892724,8,0.451406,-0.44482,-0.043939,-1.851551,-1.09795,-0.301833
101.071,-0.822931,8,0.465799,-0.43828,0.000694,-1.769849,-1.231978,-0.262274
101.182,-0.732002,8,0.477348,-0.429239,0.043919,-1.673519,-1.358947,-0.220532
101.292,-0.614923,8,0.485795,-0.418059,0.084773,-1.564905,-1.475763,-0.177684
101.402,-0.467967,8,0.491233,-0.404869,0.123515,-1.444014,-1.582854,-0.13369
101.513,-0.290671,8,0.493667,-0.389707,0.16037,-1.310608,-1.680337,-0.088463
101.623,-0.09169,8,0.493072,-0.373014,0.194612,-1.168298,-1.765804,-0.043137
101.734,0.123762,8,0.489478,-0.354632,0.22683,-1.015873,-1.840223,0.002799
101.844,0.341334,8,0.483011,-0.33502,0.256428,-0.857553,-1.90177,0.048212
101.954,0.552635,8,0.473731,-0.314129,0.283707,-0.693535,-1.950799,0.093212
102.065,0.750961,8,0.461612,-0.291856,0.308886,-0.523835,-1.987333,0.137882
102.175,0.927548,8,0.446983,-0.268702,0.331517,-0.353071,-2.010598,0.181086
102.285,1.083073,8,0.429873,-0.244579,0.35184,-0.181245,-2.020991,0.222886
102.396,1.221356,8,0.410231,-0.219371,0.370008,-0.008272,-2.018565,0.263279
102.506,1.345522,8,0.38856,-0.193662,0.385697,0.161305,-2.003598,0.30117
102.617,1.464929,8,0.364627,-0.167127,0.3992,0.32917,-1.976142,0.336886
102.727,1.583937,8,0.339031,-0.140396,0.410291,0.490953,-1.937075,0.369446
102.853,1.726241,8,0.30764,-0.109447,0.420237,0.668984,-1.878367,0.402894
102.963,1.855703,8,0.27863,-0.082315,0.426568,0.816604,-1.815437,0.428467
103.074,1.986252,8,0.24804,-0.054994,0.430807,0.95685,-1.741405,0.450659
103.184,2.106238,8,0.216614,-0.028125,0.432964,1.085978,-1.658105,0.468967
103.294,2.204401,8,0.18428,-0.0016,0.433184,1.204156,-1.565442,0.483571
103.405,2.267264,8,0.15093,0.02468,0.431546,1.311261,-1.463018,0.494578
103.531,2.277826,8,0.112455,0.05375,0.427554,1.416903,-1.336701,0.502626
103.641,2.223372,8,0.078552,0.078317,0.422321,1.494476,-1.218458,0.505909
103.752,2.103623,8,0.044252,0.102193,0.415475,1.558366,-1.09242,0.505819
103.878,1.89174,8,0.005463,0.127995,0.405883,1.612992,-0.942245,0.501751
104.004,1.611932,8,-0.032897,0.152195,0.394427,1.648467,-0.785803,0.493659
104.13,1.286033,8,-0.07055,0.17456,0.381162,1.664952,-0.624495,0.481744
104.24,0.98492,8,-0.10263,0.192408,0.368134,1.664128,-0.480809,0.468374
104.35,0.687725,8,-0.133791,0.208549,0.353784,1.649519,-0.335441,0.452387
104.461,0.408515,8,-0.164129,0.222989,0.337994,1.621268,-0.187965,0.433764
104.571,0.164845,8,-0.192935,0.235384,0.321085,1.580402,-0.041905,0.413024
104.681,-0.038758,8,-0.22033,0.245826,0.302968,1.527285,0.103261,0.390219
104.792,-0.202014,8,-0.246393,0.254375,0.283517,1.461882,0.248076,0.365346
104.902,-0.325469,8,-0.270513,0.260912,0.263149,1.386047,0.389221,0.339102
105.013,-0.418631,8,-0.292993,0.265626,0.241566,1.299168,0.528579,0.311269
105.123,-0.488795,8,-0.313308,0.268531,0.219231,1.203677,0.662984,0.282595
105.233,-0.545607,8,-0.331558,0.269797,0.196029,1.099826,0.793061,0.253057
105.344,-0.596195,8,-0.347782,0.269546,0.17181,0.987705,0.919278,0.222569
105.454,-0.643153,8,-0.361602,0.267917,0.147084,0.870612,1.038703,0.191831
105.564,-0.686799,8,-0.373104,0.265043,0.121708,0.74896,1.15184,0.160675
105.675,-0.72402,8,-0.382303,0.261001,0.095523,0.623093,1.258969,0.128879
105.785,-0.74857,8,-0.388988,0.255973,0.069086,0.496836,1.357524,0.097053
105.896,-0.754708,8,-0.393253,0.249968,0.042018,0.369473,1.448686,0.064637
106.006,-0.73743,8,-0.395004,0.243185,0.014924,0.244825,1.530256,0.032239
106.116,-0.694776,8,-0.394291,0.23566,-0.012302,0.123173,1.602604,-0.000394
106.227,-0.627662,8,-0.391086,0.227403,-0.039752,0.004788,1.665826,-0.03349
106.353,-0.529615,8,-0.384459,0.217336,-0.070659,-0.122746,1.725214,-0.071113
106.463,-0.435392,8,-0.376123,0.208046,-0.097211,-0.226977,1.765961,-0.103827
106.573,-0.344913,8,-0.365472,0.198379,-0.123163,-0.323662,1.7961,-0.136207
106.684,-0.268945,8,-0.352454,0.188328,-0.148548,-0.412822,1.815545,-0.168305
106.794,-0.218374,8,-0.337393,0.178143,-0.172726,-0.492219,1.82376,-0.199285
106.905,-0.198247,8,-0.320127,0.167694,-0.195968,-0.562765,1.820736,-0.229441
107.031,-0.214274,8,-0.298169,0.155661,-0.22075,-0.630652,1.803363,-0.261991
107.141,-0.257355,8,-0.277109,0.145009,-0.240847,-0.67897,1.775982,-0.28867
107.251,-0.318515,8,-0.254449,0.134194,-0.259393,-0.716883,1.737184,-0.313493
107.362,-0.38685,8,-0.230137,0.123067,-0.276437,-0.744542,1.686514,-0.336447
107.472,-0.448761,8,-0.204794,0.111764,-0.291583,-0.761557,1.625041,-0.356926
107.582,-0.493991,8,-0.178403,0.100115,-0.304911,-0.768503,1.552637,-0.374963
107.693,-0.515069,8,-0.150914,0.087936,-0.316435,-0.765774,1.468912,-0.390506
107.803,-0.508755,8,-0.123035,0.075389,-0.325865,-0.75407,1.375931,-0.403096
107.914,-0.477365,8,-0.094478,0.062199,-0.333291,-0.734002,1.272706,-0.412782
108.024,-0.428712,8,-0.065976,0.048586,-0.338502,-0.706888,1.161917,-0.419218
108.134,-0.37334,8,-0.03749,0.034435,-0.341506,-0.67363,1.043591,-0.422349
108.245,-0.323192,8,-0.008983,0.019639,-0.34224,-0.63496,0.917557,-0.422032
108.355,-0.29098,8,0.018819,0.00451,-0.340655,-0.592691,0.787136,-0.418185
108.465,-0.285194,8,0.045967,-0.011019,-0.336751,-0.547567,0.652282,-0.410795
108.576,-0.310825,8,0.072497,-0.027024,-0.330471,-0.500162,0.512792,-0.399784
108.686,-0.366754,8,0.097738,-0.043135,-0.321968,-0.452256,0.372236,-0.385461
108.797,-0.447997,8,0.12197,-0.05956,-0.311148,-0.403822,0.229109,-0.367751
108.938,-0.570436,8,0.150692,-0.080529,-0.2943,-0.343353,0.047046,-0.340941
109.049,-0.665599,8,0.171498,-0.096998,-0.278722,-0.29743,-0.095225,-0.31683
109.159,-0.744547,8,0.190407,-0.113168,-0.261399,-0.254061,-0.234224,-0.2907
109.269,-0.797504,8,0.207508,-0.129066,-0.242318,-0.213415,-0.37027,-0.262705
109.38,-0.817755,8,0.222842,-0.144691,-0.221406,-0.175742,-0.503583,-0.232928
109.49,-0.803063,8,0.236066,-0.159599,-0.199164,-0.142278,-0.630806,-0.202252
109.6,-0.756838,8,0.247281,-0.173752,-0.175537,-0.113185,-0.752234,-0.170737
109.711,-0.685522,8,0.256533,-0.18707,-0.150424,-0.088729,-0.867991,-0.138391
109.821,-0.600214,8,0.263648,-0.199109,-0.124422,-0.069726,-0.975159,-0.10608
109.932,-0.509946,8,0.268766,-0.20988,-0.097218,-0.056086,-1.074921,-0.073489
110.042,-0.425435,8,0.271822,-0.218997,-0.069481,-0.048156,-1.164819,-0.041471
110.168,-0.342277,8,0.27291,-0.227319,-0.037015,-0.045811,-1.25612,-0.005485
110.278,-0.283506,8,0.271818,-0.23258,-0.008318,-0.049356,-1.325146,0.025022
110.389,-0.234465,8,0.268861,-0.235892,0.020713,-0.05776,-1.384358,0.054644
110.499,-0.189804,8,0.264173,-0.237138,0.049288,-0.070287,-1.432461,0.082562
110.625,-0.132889,8,0.256771,-0.236057,0.081426,-0.088881,-1.474439,0.11243
110.767,-0.046782,8,0.246011,-0.23167,0.116379,-0.113892,-1.50483,0.142942
110.893,0.058623,8,0.234501,-0.22506,0.145805,-0.138369,-1.516773,0.166889
111.019,0.193492,8,0.22133,-0.21602,0.173314,-0.163781,-1.514668,0.187678
111.176,0.393753,8,0.202878,-0.20158,0.204325,-0.195101,-1.492643,0.209027
111.286,0.543251,8,0.188786,-0.189522,0.223547,-0.215843,-1.464653,0.220993
111.397,0.689087,8,0.173746,-0.175871,0.24059,-0.235042,-1.426234,0.230659
111.507,0.817399,8,0.15816,-0.161006,0.254936,-0.251754,-1.378454,0.237974
111.617,0.920304,8,0.142025,-0.144957,0.266559,-0.265589,-1.321488,0.243186
111.728,0.992577,8,0.125316,-0.127727,0.275348,-0.276066,-1.255285,0.246477
111.838,1.031683,8,0.108459,-0.109809,0.280991,-0.282454,-1.18173,0.24795
111.949,1.041819,8,0.091267,-0.091082,0.283467,-0.284354,-1.100278,0.247785
112.059,1.030203,8,0.074164,-0.072104,0.282644,-0.28128,-1.013255,0.246126
112.169,1.006849,8,0.057103,-0.052938,0.278518,-0.272908,-0.920852,0.243102
112.28,0.981869,8,0.040034,-0.033648,0.271023,-0.258838,-0.823086,0.238785
112.39,0.96456,8,0.023361,-0.014811,0.260367,-0.239218,-0.722632,0.23337
112.5,0.960145,8,0.007019,0.003528,0.24664,-0.214004,-0.619504,0.226942
112.611,0.969745,8,-0.009049,0.021333,0.229884,-0.183119,-0.513575,0.219561
112.721,0.989293,8,-0.024474,0.038115,0.210671,-0.147509,-0.407537,0.211497
112.832,1.010858,8,-0.039461,0.054042,0.188984,-0.107061,-0.300208,0.202755
112.942,1.022982,8,-0.053672,0.068725,0.165588,-0.063137,-0.19421,0.193637
113.052,1.014003,8,-0.067182,0.08224,0.140705,-0.016087,-0.089232,0.184201
113.163,0.972858,8,-0.080047,0.094647,0.114524,0.033828,0.01502,0.17447
113.273,0.893102,8,-0.091985,0.105694,0.087954,0.084996,0.116038,0.164696
113.383,0.772293,8,-0.103071,0.115485,0.061198,0.137191,0.214144,0.154829
113.494,0.612191,8,-0.113356,0.124086,0.034435,0.190276,0.30956,0.144766
113.62,0.395459,8,-0.123892,0.13229,0.004861,0.250318,0.412717,0.133146
113.73,0.1906,8,-0.132068,0.138101,-0.019839,0.301972,0.497635,0.12273
113.841,-0.014593,8,-0.139331,0.142699,-0.043345,0.352854,0.577889,0.111851
113.951,-0.201216,8,-0.145531,0.146022,-0.064924,0.401559,0.651545,0.100596
114.077,-0.378422,8,-0.151396,0.148363,-0.087191,0.4546,0.728196,0.087005
114.187,-0.492219,8,-0.155425,0.149188,-0.104225,0.497908,0.788006,0.074466
114.298,-0.56575,8,-0.158454,0.14895,-0.118931,0.538184,0.841385,0.061163
114.408,-0.600781,8,-0.160426,0.147747,-0.130887,0.574126,0.887203,0.04737
114.518,-0.60569,8,-0.161375,0.145693,-0.140129,0.605556,0.925873,0.033049
114.629,-0.590677,8,-0.161304,0.142882,-0.146641,0.632176,0.957597,0.018182
114.739,-0.567354,8,-0.160225,0.13949,-0.150299,0.653065,0.981792,0.003176
114.85,-0.545607,8,-0.158139,0.135574,-0.151213,0.668263,0.998908,-0.012087
114.96,-0.533163,8,-0.155107,0.131311,-0.149467,0.677287,1.008669,-0.027183
115.07,-0.533221,8,-0.151147,0.126751,-0.145227,0.680228,1.011308,-0.042115
115.181,-0.545282,8,-0.146249,0.121906,-0.138613,0.677082,1.006825,-0.056897
115.291,-0.564951,8,-0.140544,0.116897,-0.129974,0.668069,0.995407,-0.071165
115.401,-0.585925,8,-0.134044,0.111694,-0.119511,0.653435,0.977199,-0.084973
115.512,-0.601393,8,-0.126733,0.106238,-0.107382,0.633272,0.952162,-0.098364
115.638,-0.604721,8,-0.117599,0.099774,-0.092064,0.604229,0.91601,-0.112807
115.748,-0.592039,8,-0.10897,0.093874,-0.077663,0.573878,0.878148,-0.124662
115.859,-0.565334,8,-0.099715,0.087662,-0.062458,0.538847,0.834469,-0.135802
115.969,-0.529503,8,-0.090073,0.081247,-0.047002,0.500044,0.786282,-0.145906
116.079,-0.491401,8,-0.080033,0.074583,-0.03143,0.457437,0.733784,-0.154944
116.19,-0.459024,8,-0.069574,0.067628,-0.01587,0.410864,0.677041,-0.162842
116.3,-0.44064,8,-0.058962,0.060535,-0.000871,0.361464,0.617675,-0.169323
116.41,-0.44113,8,-0.048181,0.053275,0.013447,0.30918,0.55577,-0.174346
116.521,-0.462151,8,-0.037211,0.045812,0.026938,0.253909,0.491287,-0.177849
116.631,-0.500067,8,-0.026328,0.038305,0.039102,0.197123,0.425899,-0.179717
116.742,-0.547658,8,-0.015416,0.030632,0.04991,0.138326,0.358898,-0.179976
116.852,-0.592662,8,-0.004752,0.022935,0.058935,0.079147,0.291928,-0.178651
116.978,-0.624551,8,0.007182,0.013999,0.066954,0.01099,0.215057,-0.175284
117.088,-0.620912,8,0.017269,0.006081,0.071746,-0.048209,0.148268,-0.17083
117.199,-0.576937,8,0.02706,-0.002028,0.07437,-0.107123,0.081623,-0.16501
117.309,-0.48829,8,0.03631,-0.010185,0.074715,-0.164254,0.016762,-0.158028
117.419,-0.355546,8,0.04505,-0.018451,0.072806,-0.219788,-0.04646,-0.149927
117.53,-0.183872,8,0.053296,-0.026877,0.068644,-0.273933,-0.108115,-0.140691
117.656,0.040906,8,0.061896,-0.036492,0.061334,-0.332821,-0.174878,-0.128996
117.766,0.245008,8,0.068697,-0.044863,0.052879,-0.381807,-0.229843,-0.117793
117.877,0.439838,8,0.074857,-0.053218,0.042597,-0.428781,-0.28172,-0.10561
117.987,0.605627,8,0.080239,-0.061335,0.030906,-0.472715,-0.329211,-0.092739
118.097,0.731598,8,0.084883,-0.06922,0.017973,-0.513825,-0.372506,-0.079174
118.208,0.810758,8,0.088812,-0.076882,0.00394,-0.552166,-0.411726,-0.064916
118.318,0.840106,8,0.09195,-0.084134,-0.01066,-0.586722,-0.446033,-0.050392
118.428,0.824737,8,0.094341,-0.091012,-0.025664,-0.617495,-0.475744,-0.03568
118.539,0.772818,8,0.096008,-0.09755,-0.04092,-0.64434,-0.50107,-0.020874
118.649,0.696994,8,0.096941,-0.103613,-0.055865,-0.666427,-0.521606,-0.006484
118.76,0.608497,8,0.097183,-0.109299,-0.07048,-0.683866,-0.537806,0.007508
118.87,0.520051,8,0.096766,-0.114485,-0.084222,-0.696139,-0.549474,0.02063
118.996,0.42808,8,0.095537,-0.119838,-0.098708,-0.703946,-0.557603,0.034512
119.122,0.351411,8,0.093575,-0.124501,-0.111492,-0.705105,-0.56029,0.046968
119.248,0.289034,8,0.09096,-0.12838,-0.122234,-0.699803,-0.557701,0.057864
119.358,0.24151,8,0.08821,-0.131038,-0.129716,-0.690134,-0.551277,0.066054
119.484,0.187456,8,0.084606,-0.133135,-0.135915,-0.673621,-0.539364,0.073917
119.595,0.134313,8,0.081096,-0.134053,-0.139161,-0.654552,-0.52507,0.079524
119.721,0.063831,8,0.076812,-0.133947,-0.140264,-0.628088,-0.504871,0.084432
119.831,-0.005925,8,0.072873,-0.132801,-0.138985,-0.601006,-0.48412,0.087482
119.957,-0.089608,8,0.068203,-0.130251,-0.135022,-0.56562,-0.457237,0.089592
120.067,-0.157959,8,0.064041,-0.126952,-0.129485,-0.531035,-0.431459,0.090242
120.178,-0.213407,8,0.059807,-0.122642,-0.122068,-0.492746,-0.403659,0.089783
120.288,-0.24684,8,0.055615,-0.117454,-0.113052,-0.451549,-0.374699,0.088243
120.399,-0.252987,8,0.051421,-0.111363,-0.102438,-0.40684,-0.344387,0.085628
120.509,-0.229713,8,0.047331,-0.104556,-0.090582,-0.359628,-0.313561,0.082045
120.619,-0.17978,8,0.043329,-0.097059,-0.07756,-0.30979,-0.282201,0.077568
120.73,-0.109641,8,0.0394,-0.088869,-0.063402,-0.257178,-0.250228,0.072274
120.84,-0.031514,8,0.03563,-0.0802,-0.048519,-0.203131,-0.218404,0.066416
120.95,0.042154,8,0.031995,-0.071038,-0.032943,-0.147607,-0.186615,0.060131
121.061,0.098693,8,0.028468,-0.061346,-0.016675,-0.090521,-0.154753,0.053554
121.171,0.126053,8,0.025115,-0.051351,-0.000162,-0.033322,-0.123592,0.046995
121.282,0.117676,8,0.021871,-0.040925,0.016738,0.02464,-0.092803,0.040514
121.392,0.072083,8,0.018788,-0.030317,0.033563,0.08198,-0.063207,0.034378
121.502,-0.006523,8,0.015823,-0.019505,0.050307,0.138924,-0.034821,0.028643
121.613,-0.109875,8,0.012935,-0.008468,0.066963,0.195717,-0.007724,0.023342
121.723,-0.222961,8,0.010157,0.002503,0.083083,0.251083,0.017279,0.018618
121.833,-0.331836,8,0.007443,0.013415,0.098682,0.305269,0.040146,0.014443
121.944,-0.422997,8,0.004744,0.024269,0.113776,0.358441,0.060802,0.010795
122.054,-0.483308,8,0.002085,0.034784,0.127996,0.409273,0.078686,0.007745
122.165,-0.506831,8,-0.000605,0.045075,0.141526,0.458245,0.094009,0.005251
122.275,-0.491661,8,-0.003301,0.054897,0.154068,0.503972,0.106461,0.003382
122.385,-0.442125,8,-0.006048,0.064304,0.165713,0.546361,0.116236,0.002151
122.496,-0.365856,8,-0.008894,0.073354,0.176535,0.585176,0.123496,0.001607
122.606,-0.275531,8,-0.011804,0.08187,0.186319,0.619162,0.128271,0.001808
122.716,-0.18251,8,-0.014821,0.089934,0.195149,0.648192,0.130828,0.002788
122.827,-0.096628,8,-0.017988,0.097606,0.203063,0.672049,0.131371,0.004586
122.937,-0.026859,8,-0.021259,0.104738,0.209874,0.690006,0.130104,0.007158
123.048,0.024932,8,-0.024703,0.111435,0.215646,0.70222,0.127217,0.010501
123.158,0.059311,8,-0.028264,0.117537,0.220193,0.70843,0.122969,0.014466
123.268,0.082264,8,-0.031975,0.123052,0.223479,0.708845,0.11755,0.018959
123.379,0.101981,8,-0.035867,0.127958,0.225407,0.70355,0.111116,0.023877
123.489,0.126913,8,-0.039865,0.132093,0.225828,0.692859,0.104025,0.028972
123.615,0.171673,8,-0.044598,0.135852,0.22434,0.674272,0.095378,0.034873
