time series,wave[m],ship_speed_kn,surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
696.344,1.746489,8,-0.347471,0.487705,0.606182,2.682751,-0.26817,0.665704
696.486,1.66072,8,-0.402612,0.517638,0.56042,2.659669,0.010502,0.627484
696.643,1.482674,8,-0.458714,0.544606,0.504616,2.595516,0.317587,0.579026
696.8,1.225189,8,-0.509106,0.565025,0.443408,2.492888,0.620114,0.524708
696.958,0.913549,8,-0.5535,0.578889,0.376428,2.353918,0.916318,0.464734
697.099,0.622643,8,-0.587375,0.585579,0.312204,2.202867,1.170749,0.407183
697.256,0.318869,8,-0.618359,0.586763,0.235976,2.008679,1.439999,0.339171
697.398,0.083088,8,-0.64002,0.582252,0.163077,1.813161,1.668312,0.274628
697.54,-0.109661,8,-0.655452,0.572619,0.086874,1.602355,1.88007,0.20781
697.681,-0.266296,8,-0.664493,0.558233,0.008512,1.381342,2.072172,0.139874
697.823,-0.40665,8,-0.66721,0.539202,-0.072412,1.150446,2.245741,0.070588
697.965,-0.550588,8,-0.663509,0.515969,-0.154525,0.914693,2.397888,0.001189
698.106,-0.714024,8,-0.653538,0.489111,-0.236331,0.679286,2.52644,-0.067108
698.263,-0.928422,8,-0.635191,0.455194,-0.326563,0.419899,2.641672,-0.141645
698.421,-1.17016,8,-0.609253,0.417223,-0.415098,0.166441,2.726447,-0.214317
698.578,-1.411002,8,-0.576378,0.376062,-0.499384,-0.073292,2.778352,-0.283595
698.72,-1.601306,8,-0.54088,0.336167,-0.571245,-0.276268,2.796679,-0.343318
698.877,-1.752518,8,-0.495698,0.289402,-0.644542,-0.482197,2.784708,-0.405679
699.018,-1.820027,8,-0.450235,0.245294,-0.703743,-0.64852,2.744947,-0.45801
699.176,-1.817349,8,-0.394355,0.193861,-0.761399,-0.812414,2.668022,-0.511993
699.333,-1.748193,8,-0.334295,0.141097,-0.808429,-0.951022,2.558388,-0.560121
699.49,-1.640111,8,-0.270426,0.087204,-0.844201,-1.065539,2.416755,-0.602029
699.632,-1.533013,8,-0.210008,0.037955,-0.866193,-1.148964,2.262259,-0.633975
699.773,-1.433948,8,-0.148129,-0.010997,-0.877883,-1.213742,2.085289,-0.659598
699.978,-1.312093,8,-0.056062,-0.081461,-0.876475,-1.278039,1.788948,-0.685241
700.197,-1.188961,8,0.04307,-0.154742,-0.851028,-1.311596,1.426342,-0.696696
700.37,-1.06671,8,0.120393,-0.210441,-0.814045,-1.316038,1.111036,-0.693849
700.543,-0.906395,8,0.195539,-0.263628,-0.763014,-1.304493,0.775115,-0.680485
700.7,-0.734518,8,0.260866,-0.30925,-0.705402,-1.283184,0.456862,-0.659316
700.873,-0.54531,8,0.328646,-0.356031,-0.630596,-1.251232,0.096942,-0.62615
700.999,-0.433025,8,0.374645,-0.387424,-0.569422,-1.224375,-0.167715,-0.595619
701.141,-0.356953,8,0.422544,-0.419718,-0.494592,-1.192214,-0.464909,-0.554969
701.298,-0.354488,8,0.470054,-0.451177,-0.405764,-1.155926,-0.787871,-0.502697
701.44,-0.428745,8,0.507605,-0.475416,-0.321129,-1.123446,-1.070955,-0.449312
701.581,-0.55948,8,0.539394,-0.495233,-0.234299,-1.091944,-1.340046,-0.391222
701.723,-0.719291,8,0.56555,-0.510694,-0.145328,-1.060931,-1.595738,-0.328401
701.849,-0.854384,8,0.58363,-0.520511,-0.06617,-1.033712,-1.807316,-0.269766
701.991,-0.964333,8,0.59806,-0.527088,0.022073,-1.002835,-2.025935,-0.201315
702.148,-0.998455,8,0.606563,-0.52875,0.116947,-0.967655,-2.240142,-0.123849
702.289,-0.933347,8,0.60751,-0.525178,0.198441,-0.934385,-2.405317,-0.053691
702.431,-0.777083,8,0.602134,-0.516708,0.275825,-0.898611,-2.543472,0.016645
702.573,-0.545921,8,0.590557,-0.50334,0.347523,-0.859943,-2.651577,0.085888
702.714,-0.267511,8,0.57315,-0.485242,0.412242,-0.818059,-2.727864,0.152865
702.84,0.000186,8,0.552847,-0.465062,0.464036,-0.777127,-2.769159,0.210678
702.982,0.30199,8,0.524923,-0.437922,0.515033,-0.726311,-2.784988,0.272918
703.124,0.589891,8,0.492055,-0.406357,0.557774,-0.669669,-2.76846,0.331405
703.265,0.8577,8,0.454988,-0.370976,0.591736,-0.606744,-2.720733,0.385063
703.391,1.084868,8,0.418536,-0.336303,0.614814,-0.544188,-2.65262,0.428719
703.533,1.333923,8,0.374185,-0.294238,0.632609,-0.465915,-2.548467,0.472449
703.69,1.606985,8,0.321783,-0.244697,0.642368,-0.369363,-2.401712,0.513371
703.847,1.875353,8,0.266624,-0.192732,0.642188,-0.262369,-2.224579,0.545915
704.005,2.124913,8,0.209161,-0.138767,0.632682,-0.144885,-2.018899,0.569857
704.146,2.308433,8,0.156907,-0.0898,0.61702,-0.032826,-1.815016,0.583694
704.288,2.433305,8,0.103969,-0.040238,0.59515,0.08555,-1.593187,0.590568
704.429,2.480543,8,0.051658,0.008741,0.568122,0.207082,-1.359483,0.590618
704.571,2.44346,8,-0.000224,0.057357,0.536298,0.331893,-1.11374,0.584162
704.697,2.343783,8,-0.04518,0.099507,0.504777,0.443367,-0.889618,0.573259
704.839,2.17239,8,-0.094204,0.14544,0.466182,0.568352,-0.63325,0.55549
704.996,1.940715,8,-0.145895,0.193703,0.420488,0.703873,-0.348995,0.529557
705.122,1.747726,8,-0.185145,0.230077,0.382082,0.809162,-0.12307,0.50436
705.264,1.54427,8,-0.226688,0.268109,0.337535,0.922497,0.126414,0.471758
705.405,1.367801,8,-0.264858,0.302376,0.292565,1.027741,0.366247,0.435527
705.531,1.229857,8,-0.296183,0.329776,0.252252,1.114151,0.572049,0.400428
705.673,1.082896,8,-0.328167,0.356782,0.207225,1.201224,0.792541,0.358457
705.83,0.903315,8,-0.359264,0.381678,0.158614,1.282786,1.020227,0.309965
705.987,0.6736,8,-0.385741,0.401261,0.111927,1.347008,1.229094,0.260263
706.145,0.369125,8,-0.40763,0.415594,0.067509,1.392711,1.418547,0.209942
706.271,0.071492,8,-0.421634,0.423195,0.034271,1.415025,1.553673,0.170092
706.412,-0.306361,8,-0.43367,0.42774,-0.000367,1.425021,1.68716,0.12616
706.554,-0.708649,8,-0.44193,0.428183,-0.032331,1.419356,1.801853,0.082864
706.68,-1.056241,8,-0.446046,0.425212,-0.058134,1.401537,1.886488,0.045362
706.837,-1.439265,8,-0.44701,0.417283,-0.086835,1.363255,1.968914,-0.000073
706.979,-1.709669,8,-0.443977,0.406335,-0.109466,1.31405,2.021274,-0.03986
707.136,-1.907439,8,-0.436416,0.39046,-0.130824,1.244454,2.054775,-0.082288
707.278,-1.995946,8,-0.425883,0.373127,-0.146895,1.168579,2.063443,-0.119093
707.419,-2.011862,8,-0.412071,0.353589,-0.159925,1.081908,2.052346,-0.153974
707.561,-1.973777,8,-0.394923,0.332048,-0.170288,0.984154,2.022091,-0.187221
707.702,-1.899423,8,-0.374836,0.309272,-0.178105,0.877841,1.973959,-0.218176
707.844,-1.79882,8,-0.351709,0.285354,-0.183836,0.76289,1.908193,-0.247135
708.001,-1.660071,8,-0.323005,0.258175,-0.18818,0.628636,1.816471,-0.276462
708.143,-1.503489,8,-0.294467,0.233193,-0.190828,0.502813,1.71748,-0.300521
708.285,-1.30808,8,-0.263753,0.207984,-0.192778,0.374879,1.604483,-0.322233
708.426,-1.069603,8,-0.231384,0.182797,-0.19451,0.247678,1.479742,-0.341448
708.568,-0.786866,8,-0.197206,0.157291,-0.196504,0.121179,1.342983,-0.358358
708.725,-0.441094,8,-0.15796,0.12891,-0.199478,-0.014966,1.180783,-0.373997
708.898,-0.058911,8,-0.113473,0.097385,-0.204206,-0.158504,0.991506,-0.387088
709.04,0.217666,8,-0.076416,0.071289,-0.209534,-0.270013,0.830161,-0.394168
709.181,0.428435,8,-0.039514,0.045161,-0.216307,-0.374239,0.666542,-0.397548
709.323,0.55726,8,-0.002605,0.018606,-0.224738,-0.471946,0.500037,-0.396958
709.449,0.597195,8,0.02964,-0.005191,-0.23361,-0.552013,0.352118,-0.392896
709.606,0.560362,8,0.068764,-0.035212,-0.246467,-0.64241,0.169172,-0.383072
709.748,0.468435,8,0.102779,-0.062781,-0.259692,-0.714722,0.006421,-0.369675
709.889,0.352266,8,0.134932,-0.090601,-0.274087,-0.777364,-0.151316,-0.352302
710.031,0.238421,8,0.165379,-0.119077,-0.289496,-0.831227,-0.305005,-0.330972
710.173,0.147684,8,0.193615,-0.147964,-0.305325,-0.876158,-0.4522,-0.306122
710.314,0.087625,8,0.219232,-0.17692,-0.320846,-0.912563,-0.590611,-0.278326
710.44,0.054755,8,0.239926,-0.202842,-0.333969,-0.938887,-0.706686,-0.251167
710.566,0.030477,8,0.258433,-0.228578,-0.345814,-0.960098,-0.814641,-0.222122
710.692,0.001384,8,0.274671,-0.253862,-0.35581,-0.976928,-0.913652,-0.191509
710.834,-0.051946,8,0.290187,-0.281439,-0.364155,-0.991469,-1.013652,-0.155588
710.96,-0.124624,8,0.301456,-0.304747,-0.368379,-1.001024,-1.091515,-0.122919
711.086,-0.219778,8,0.310377,-0.32664,-0.369115,-1.007795,-1.158794,-0.090001
711.196,-0.314046,8,0.316267,-0.344365,-0.366586,-1.011564,-1.208739,-0.061472
711.322,-0.421228,8,0.320884,-0.362834,-0.359751,-1.013454,-1.255864,-0.029532
711.433,-0.501137,8,0.323121,-0.377288,-0.350046,-1.012916,-1.288537,-0.002467
711.574,-0.563591,8,0.323591,-0.392936,-0.332535,-1.009118,-1.318329,0.029882
711.731,-0.562175,8,0.321167,-0.406435,-0.306053,-1.000582,-1.336523,0.062527
711.873,-0.490802,8,0.316495,-0.414754,-0.275745,-0.988802,-1.339901,0.088483
711.999,-0.379296,8,0.310544,-0.418795,-0.2439,-0.975047,-1.332946,0.108449
712.125,-0.23781,8,0.303045,-0.419489,-0.207588,-0.958136,-1.31707,0.125476
712.251,-0.085651,8,0.294146,-0.416663,-0.167092,-0.937979,-1.292758,0.139621
712.393,0.074122,8,0.282621,-0.409088,-0.116916,-0.911154,-1.255941,0.152282
712.534,0.199316,8,0.269794,-0.39685,-0.062997,-0.879788,-1.210383,0.161675
712.676,0.280151,8,0.255666,-0.379766,-0.005402,-0.842779,-1.156466,0.168241
712.802,0.314468,8,0.242242,-0.360697,0.047704,-0.804697,-1.102775,0.171884
712.928,0.321759,8,0.228089,-0.338119,0.101935,-0.760981,-1.044421,0.173691
713.054,0.314063,8,0.213292,-0.312268,0.156532,-0.710952,-0.98219,0.173868
713.164,0.304943,8,0.199904,-0.287253,0.203895,-0.661637,-0.925264,0.172858
713.29,0.300578,8,0.184087,-0.2561,0.257125,-0.598268,-0.857663,0.170581
713.432,0.308829,8,0.165705,-0.218227,0.314937,-0.517714,-0.779076,0.166905
713.589,0.330593,8,0.144765,-0.173568,0.37504,-0.417312,-0.689982,0.161991
713.731,0.349248,8,0.125323,-0.131248,0.424977,-0.316567,-0.607995,0.157315
713.857,0.352332,8,0.107706,-0.092614,0.465092,-0.219773,-0.534533,0.153405
713.983,0.333437,8,0.089769,-0.053357,0.500736,-0.116626,-0.46076,0.150068
714.109,0.288807,8,0.071535,-0.013859,0.531459,-0.007821,-0.387048,0.147589
714.25,0.21282,8,0.050804,0.03014,0.559523,0.119681,-0.305147,0.14609
714.376,0.134035,8,0.03201,0.068836,0.578603,0.237794,-0.23298,0.146024
714.487,0.070165,8,0.015265,0.102098,0.59052,0.344306,-0.170583,0.146992
714.597,0.02561,8,-0.001483,0.134014,0.597697,0.451361,-0.110143,0.148871
714.723,0.012907,8,-0.020823,0.168956,0.600197,0.574756,-0.042938,0.152067
714.865,0.062629,8,-0.042768,0.205843,0.595737,0.7131,0.029872,0.156846
714.991,0.167821,8,-0.062311,0.236026,0.585489,0.833448,0.091703,0.16196
715.148,0.367937,8,-0.086655,0.269909,0.564854,0.977473,0.165064,0.169231
715.305,0.612797,8,-0.110849,0.299373,0.536156,1.111589,0.234528,0.177198
715.447,0.834078,8,-0.13246,0.322083,0.503978,1.221434,0.294307,0.184711
715.604,1.034928,8,-0.155875,0.342805,0.462411,1.327276,0.357429,0.192963
715.746,1.148007,8,-0.176448,0.357621,0.42021,1.406759,0.412157,0.199937
715.872,1.183225,8,-0.194085,0.367702,0.379717,1.463131,0.459022,0.205315
716.013,1.152891,8,-0.212974,0.375638,0.331641,1.509564,0.509694,0.209898
716.139,1.075881,8,-0.228956,0.379805,0.28673,1.535772,0.553435,0.212212
716.281,0.954414,8,-0.245784,0.381273,0.234486,1.547869,0.60099,0.212208
716.407,0.835575,8,-0.259517,0.379789,0.187146,1.543207,0.641628,0.209424
716.549,0.707787,8,-0.273467,0.375091,0.133205,1.520848,0.685645,0.202712
716.675,0.608432,8,-0.28434,0.368358,0.085237,1.486128,0.723101,0.193335
716.816,0.513046,8,-0.294658,0.358141,0.031896,1.431105,0.763185,0.178911
716.958,0.424987,8,-0.302903,0.345203,-0.021012,1.358986,0.801492,0.160254
717.1,0.330926,8,-0.308823,0.329845,-0.072681,1.270844,0.837513,0.137693
717.241,0.218801,8,-0.312252,0.312429,-0.122391,1.168421,0.870654,0.111804
717.383,0.080794,8,-0.313112,0.292903,-0.170526,1.051494,0.90085,0.082683
717.509,-0.060101,8,-0.311616,0.274028,-0.211394,0.93737,0.924417,0.054693
717.635,-0.209265,8,-0.307945,0.253765,-0.250343,0.814744,0.94437,0.025063
717.761,-0.353794,8,-0.302069,0.232149,-0.287203,0.684914,0.960123,-0.005835
717.902,-0.493148,8,-0.292871,0.206375,-0.325757,0.532726,0.972071,-0.041448
718.044,-0.595091,8,-0.280833,0.178749,-0.361443,0.373872,0.977356,-0.077874
718.186,-0.652738,8,-0.266064,0.149498,-0.393666,0.211154,0.975306,-0.114259
718.312,-0.671577,8,-0.250744,0.122272,-0.419086,0.06483,0.967028,-0.145987
718.453,-0.671494,8,-0.23124,0.090552,-0.44368,-0.099745,0.950358,-0.180262
718.595,-0.67073,8,-0.209226,0.057523,-0.464009,-0.265007,0.925565,-0.212821
718.705,-0.684304,8,-0.190652,0.031402,-0.476503,-0.39177,0.900821,-0.236289
718.831,-0.726343,8,-0.167884,0.001159,-0.487161,-0.534602,0.866539,-0.260928
718.957,-0.80129,8,-0.143685,-0.029148,-0.49381,-0.673761,0.825919,-0.282879
719.068,-0.891818,8,-0.121327,-0.055659,-0.496298,-0.792278,0.784888,-0.299817
719.194,-1.011778,8,-0.094949,-0.085267,-0.495297,-0.920931,0.732363,-0.316212
719.335,-1.146312,8,-0.064427,-0.117436,-0.489425,-1.055786,0.666137,-0.33095
719.477,-1.254005,8,-0.032925,-0.148413,-0.478581,-1.179932,0.591635,-0.34199
719.619,-1.307962,8,-0.000994,-0.177564,-0.462997,-1.290487,0.509602,-0.349325
719.745,-1.298132,8,0.027423,-0.201584,-0.445394,-1.375879,0.430904,-0.352829
719.886,-1.221545,8,0.059007,-0.226056,-0.421727,-1.456062,0.336872,-0.353483
720.028,-1.087278,8,0.090256,-0.247767,-0.393928,-1.519409,0.236646,-0.350696
720.154,-0.939965,8,0.117245,-0.264279,-0.366181,-1.560374,0.143884,-0.345327
720.28,-0.788061,8,0.143299,-0.277976,-0.335783,-1.586595,0.048316,-0.337221
720.406,-0.651486,8,0.1682,-0.288685,-0.303,-1.597777,-0.049279,-0.326372
720.532,-0.544925,8,0.191738,-0.296297,-0.268126,-1.593694,-0.148139,-0.312804
720.658,-0.475037,8,0.213714,-0.300774,-0.231489,-1.574172,-0.247531,-0.296587
720.784,-0.439549,8,0.233945,-0.302155,-0.193445,-1.539115,-0.346752,-0.277846
720.91,-0.42837,8,0.252263,-0.300553,-0.154373,-1.488543,-0.445115,-0.256758
721.036,-0.426409,8,0.268519,-0.296144,-0.114667,-1.422648,-0.541921,-0.233534
721.177,-0.415161,8,0.284105,-0.288157,-0.069971,-1.331267,-0.647505,-0.205296
721.319,-0.376228,8,0.296878,-0.277196,-0.025212,-1.221399,-0.749821,-0.174761
721.445,-0.310661,8,0.305663,-0.265308,0.013853,-1.110117,-0.836246,-0.14613
721.571,-0.216804,8,0.311992,-0.251638,0.051922,-0.987262,-0.917619,-0.116225
721.713,-0.086669,8,0.316142,-0.234363,0.093184,-0.836915,-1.002094,-0.081165
721.854,0.052256,8,0.317128,-0.215507,0.131955,-0.677537,-1.077132,-0.045104
721.996,0.18511,8,0.314986,-0.195046,0.168285,-0.509453,-1.142556,-0.00774
722.138,0.299418,8,0.309754,-0.173337,0.201386,-0.336322,-1.196698,0.030386
722.264,0.383263,8,0.302591,-0.153221,0.227656,-0.180429,-1.234537,0.064541
722.39,0.455496,8,0.29314,-0.132487,0.250668,-0.024042,-1.262229,0.098631
722.516,0.525543,8,0.281499,-0.111327,0.270126,0.131388,-1.279347,0.132236
722.642,0.604396,8,0.267781,-0.089943,0.285785,0.284498,-1.285552,0.164883
722.783,0.714008,8,0.25013,-0.066,0.298587,0.45148,-1.27923,0.199678
722.94,0.867429,8,0.22787,-0.039651,0.306827,0.629886,-1.255375,0.235474
723.066,1.007927,8,0.208234,-0.018968,0.308865,0.765731,-1.223257,0.261416
723.177,1.133256,8,0.18979,-0.001224,0.307374,0.878911,-1.185365,0.281899
723.318,1.273799,8,0.165045,0.020522,0.301251,1.012555,-1.124381,0.304394
723.46,1.367976,8,0.138921,0.041366,0.290645,1.134218,-1.048789,0.322767
723.586,1.392481,8,0.114992,0.058843,0.277863,1.230173,-0.970354,0.335275
723.712,1.351762,8,0.090606,0.075235,0.262283,1.313996,-0.881986,0.344077
723.838,1.246437,8,0.066003,0.090406,0.244285,1.385053,-0.784638,0.349068
723.98,1.064012,8,0.038319,0.105837,0.221604,1.449241,-0.665623,0.350019
724.121,0.842674,8,0.011202,0.119169,0.197132,1.495836,-0.539517,0.34599
724.263,0.613674,8,-0.015395,0.130322,0.171128,1.525091,-0.406612,0.336916
724.389,0.432307,8,-0.038136,0.1381,0.147419,1.535869,-0.285458,0.324726
724.515,0.289949,8,-0.05984,0.143723,0.123579,1.532028,-0.162829,0.308807
724.657,0.18696,8,-0.082803,0.147338,0.097118,1.509696,-0.024652,0.286721
724.767,0.148008,8,-0.099337,0.148104,0.077303,1.478924,0.081192,0.266902
724.893,0.137996,8,-0.116773,0.146796,0.055731,1.428864,0.19997,0.241703
725.019,0.149996,8,-0.132462,0.143203,0.035726,1.36272,0.314994,0.214309
725.161,0.16825,8,-0.147899,0.136533,0.01547,1.268789,0.438743,0.18145
725.302,0.171235,8,-0.160746,0.127341,-0.001893,1.155451,0.554039,0.147422
725.444,0.146874,8,-0.171098,0.115715,-0.016361,1.02187,0.661123,0.112392
725.57,0.101547,8,-0.178074,0.103601,-0.026557,0.888054,0.747509,0.081117
725.711,0.0327,8,-0.183418,0.088263,-0.034999,0.722883,0.833515,0.046311
725.837,-0.033307,8,-0.186026,0.073168,-0.039942,0.563197,0.900082,0.015666
725.963,-0.092138,8,-0.186644,0.056972,-0.042526,0.393923,0.956377,-0.014308
726.089,-0.136061,8,-0.18535,0.039905,-0.042873,0.216951,1.002028,-0.043393
726.231,-0.165387,8,-0.181725,0.019955,-0.040765,0.010746,1.040476,-0.074816
726.357,-0.178901,8,-0.176713,0.001952,-0.036854,-0.175975,1.06302,-0.101207
726.483,-0.191546,8,-0.170154,-0.015986,-0.031202,-0.364061,1.074795,-0.125898
726.625,-0.221274,8,-0.161091,-0.035675,-0.022975,-0.575003,1.075425,-0.151315
726.735,-0.266204,8,-0.152994,-0.050224,-0.015423,-0.735736,1.066948,-0.168994
726.861,-0.348277,8,-0.142724,-0.065807,-0.005708,-0.914843,1.047916,-0.186844
726.987,-0.463444,8,-0.131564,-0.079924,0.004926,-1.086343,1.019253,-0.201933
727.113,-0.604264,8,-0.119699,-0.092297,0.016244,-1.247831,0.98132,-0.214119
727.223,-0.736847,8,-0.108913,-0.101496,0.026498,-1.378751,0.940933,-0.222328
727.349,-0.882676,8,-0.096242,-0.110041,0.038467,-1.515105,0.886754,-0.22894
727.475,-1.002839,8,-0.083413,-0.116345,0.050477,-1.634852,0.824645,-0.232607
727.617,-1.086239,8,-0.069001,-0.120665,0.063835,-1.747493,0.745978,-0.233296
727.759,-1.100711,8,-0.054882,-0.121973,0.076808,-1.83428,0.659239,-0.230441
727.9,-1.046068,8,-0.04139,-0.120261,0.089155,-1.89314,0.566472,-0.224199
728.026,-0.949033,8,-0.029956,-0.116185,0.099645,-1.921738,0.479202,-0.215815
728.168,-0.805065,8,-0.017956,-0.108723,0.110763,-1.926175,0.377387,-0.20326
728.31,-0.648701,8,-0.007068,-0.098257,0.121036,-1.900897,0.273492,-0.187512
728.451,-0.502402,8,0.002491,-0.084972,0.130274,-1.84647,0.169847,-0.168871
728.593,-0.375865,8,0.010725,-0.06882,0.138437,-1.762507,0.066448,-0.147323
728.734,-0.270225,8,0.017415,-0.050233,0.145195,-1.650858,-0.033942,-0.123524
728.876,-0.172024,8,0.022573,-0.029227,0.150393,-1.510933,-0.131571,-0.097594
729.002,-0.076809,8,0.025781,-0.008936,0.153438,-1.364788,-0.21442,-0.073366
729.144,0.056472,8,0.027828,0.01545,0.154868,-1.176968,-0.302615,-0.045197
729.285,0.227216,8,0.028213,0.040884,0.153973,-0.968458,-0.383834,-0.01684
729.411,0.412449,8,0.027189,0.064333,0.15108,-0.765855,-0.450275,0.008433
729.553,0.646189,8,0.024534,0.091246,0.145351,-0.522145,-0.517338,0.036464
729.679,0.856745,8,0.020902,0.115301,0.138038,-0.295136,-0.569193,0.060677
729.789,1.025333,8,0.016804,0.136256,0.129942,-0.090955,-0.608096,0.081148
729.9,1.165463,8,0.011847,0.157208,0.120178,0.11872,-0.640976,0.101049
730.01,1.262124,8,0.00618,0.177635,0.10896,0.328193,-0.666969,0.119902
730.12,1.308443,8,-0.000175,0.197575,0.096256,0.537471,-0.686209,0.137759
730.278,1.282104,8,-0.010368,0.225027,0.075525,0.834129,-0.701825,0.161356
730.435,1.158711,8,-0.021544,0.250425,0.052211,1.119819,-0.703287,0.181939
730.577,0.987724,8,-0.032353,0.271286,0.029001,1.366487,-0.692731,0.197617
730.749,0.746164,8,-0.046059,0.293193,-0.001481,1.645445,-0.665295,0.212249
730.891,0.548636,8,-0.057642,0.307977,-0.028282,1.855568,-0.631031,0.220307
731.017,0.389768,8,-0.067936,0.318251,-0.053029,2.023999,-0.592234,0.224196
731.143,0.250875,8,-0.078081,0.325608,-0.078433,2.173245,-0.545933,0.224938
731.269,0.129639,8,-0.087913,0.329871,-0.104242,2.301249,-0.492559,0.222541
731.395,0.019456,8,-0.097266,0.33091,-0.130208,2.40611,-0.432628,0.217094
731.537,-0.101057,8,-0.107023,0.328116,-0.159365,2.494467,-0.358011,0.207479
731.663,-0.210604,8,-0.114801,0.32207,-0.18491,2.544903,-0.286365,0.196058
731.804,-0.336273,8,-0.122318,0.311308,-0.2129,2.568895,-0.201278,0.180288
731.946,-0.457696,8,-0.128412,0.296209,-0.240247,2.557618,-0.111742,0.161448
732.088,-0.558041,8,-0.132818,0.276868,-0.266562,2.510509,-0.019922,0.139853
732.245,-0.622239,8,-0.135501,0.250627,-0.294243,2.417043,0.0823,0.113008
732.402,-0.619157,8,-0.135668,0.219445,-0.320194,2.281103,0.183203,0.083319
732.544,-0.555009,8,-0.133494,0.187209,-0.341933,2.122875,0.271701,0.054303
732.685,-0.445054,8,-0.129034,0.151705,-0.361635,1.934171,0.35567,0.023791
732.811,-0.326839,8,-0.123039,0.117341,-0.377432,1.740425,0.42652,-0.004596
732.953,-0.199537,8,-0.113961,0.076053,-0.392934,1.495753,0.500733,-0.037452
733.079,-0.116817,8,-0.103827,0.03756,-0.404439,1.257429,0.560877,-0.067009
733.221,-0.081059,8,-0.090077,-0.007391,-0.414659,0.967897,0.621429,-0.100365
733.362,-0.118025,8,-0.074028,-0.053115,-0.421758,0.662063,0.673138,-0.133145
733.504,-0.224927,8,-0.055543,-0.099692,-0.425726,0.339881,0.71586,-0.165478
733.645,-0.381306,8,-0.03501,-0.145933,-0.426458,0.01055,0.748142,-0.196637
733.787,-0.559174,8,-0.012305,-0.191996,-0.423969,-0.325636,0.769654,-0.226834
733.913,-0.70677,8,0.009379,-0.232066,-0.419078,-0.62366,0.778966,-0.252448
734.055,-0.834571,8,0.035334,-0.275915,-0.41059,-0.954687,0.778007,-0.279736
734.196,-0.903119,8,0.062444,-0.317665,-0.399084,-1.273796,0.764804,-0.304844
734.338,-0.908857,8,0.0908,-0.357473,-0.384434,-1.581118,0.739148,-0.327683
734.495,-0.853398,8,0.122999,-0.398343,-0.364683,-1.899626,0.696592,-0.349429
734.606,-0.789211,8,0.146058,-0.424943,-0.348476,-2.108697,0.657785,-0.362162
734.763,-0.687573,8,0.178718,-0.458905,-0.322389,-2.378073,0.591094,-0.375818
734.92,-0.597347,8,0.21097,-0.488154,-0.292617,-2.612774,0.511308,-0.383731
735.062,-0.537724,8,0.239357,-0.510241,-0.262546,-2.791947,0.428612,-0.385478
735.203,-0.498447,8,0.266408,-0.527872,-0.229769,-2.936122,0.337351,-0.381871
735.329,-0.472202,8,0.289313,-0.53991,-0.198047,-3.03476,0.248755,-0.374072
735.455,-0.443912,8,0.310744,-0.548396,-0.164048,-3.103636,0.15421,-0.361985
735.597,-0.397993,8,0.332812,-0.553679,-0.123016,-3.144554,0.041514,-0.343357
735.754,-0.321702,8,0.354238,-0.554214,-0.074299,-3.143901,-0.089139,-0.316846
735.88,-0.242887,8,0.368896,-0.550579,-0.032655,-3.108646,-0.197275,-0.291316
736.006,-0.156766,8,0.381076,-0.543275,0.011244,-3.043071,-0.307096,-0.262226
736.132,-0.075075,8,0.390602,-0.532237,0.057358,-2.948132,-0.417404,-0.22981
736.274,-0.003507,8,0.397964,-0.515226,0.111874,-2.807528,-0.5408,-0.189621
736.4,0.032004,8,0.401357,-0.495996,0.162338,-2.65462,-0.648179,-0.151062
736.541,0.037669,8,0.401521,-0.469805,0.220847,-2.454296,-0.764577,-0.105161
736.667,0.018843,8,0.398331,-0.442217,0.27461,-2.251192,-0.864108,-0.06217
736.793,-0.008671,8,0.391935,-0.410726,0.329363,-2.027372,-0.958433,-0.01784
736.935,-0.027375,8,0.380848,-0.370687,0.391683,-1.75289,-1.0574,0.033044
737.061,-0.012227,8,0.367565,-0.331302,0.446962,-1.492068,-1.137766,0.078393
737.187,0.048314,8,0.351067,-0.288509,0.501654,-1.217508,-1.21025,0.123367
737.329,0.17958,8,0.328683,-0.236519,0.561881,-0.894854,-1.281422,0.172991
737.47,0.371483,8,0.302589,-0.181344,0.619428,-0.56437,-1.339888,0.220593
737.612,0.607355,8,0.272566,-0.122655,0.674295,-0.225504,-1.385256,0.266389
737.754,0.855665,8,0.238977,-0.061332,0.725251,0.115178,-1.415919,0.309693
737.911,1.103813,8,0.197967,0.00887,0.776062,0.488901,-1.431504,0.354372
738.052,1.272032,8,0.157956,0.073409,0.815879,0.817589,-1.42829,0.391415
738.21,1.378808,8,0.109926,0.14655,0.852962,1.17345,-1.404753,0.429202
738.336,1.401733,8,0.069497,0.20483,0.876143,1.444825,-1.37074,0.456312
738.462,1.379876,8,0.027457,0.262456,0.893102,1.702869,-1.323282,0.480533
738.603,1.322484,8,-0.021163,0.325442,0.904137,1.973402,-1.254521,0.503965
738.745,1.254593,8,-0.071412,0.386474,0.906235,2.223861,-1.16904,0.523375
738.887,1.198652,8,-0.12251,0.444298,0.898849,2.449716,-1.067889,0.538343
739.013,1.16924,8,-0.168188,0.492336,0.884114,2.62754,-0.965587,0.547769
739.154,1.159529,8,-0.219247,0.541882,0.858371,2.799246,-0.837828,0.553939
739.296,1.164879,8,-0.270133,0.586788,0.822563,2.940962,-0.69585,0.555468
739.437,1.168873,8,-0.319627,0.626014,0.777323,3.048842,-0.542673,0.552362
